version,version_meaning,direction,format,category,path,meaning,main_use,caution
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,consensus ranking,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.four_models.condorcet_summary.csv,Condorcet-style pairwise majority summary.,Use to inspect majority preference cycles or stable winners.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,consensus ranking,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.four_models.consensus_borda_summary.csv,Consensus ranking built from Borda aggregation across judge models.,Use to inspect group-level preferred candidates.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,model disagreement,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.four_models.high_disagreement_summary.csv,Samples with high disagreement among judge models.,Use for qualitative error analysis.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,model disagreement,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.four_models.minority_model_summary.csv,Cases where one model diverges from the other judge models.,Use for model-specific difference analysis.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,model agreement,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.four_models.model_vs_consensus_agreement.csv,Each judge model's agreement with the consensus ranking.,Use to compare model-level closeness to group consensus.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,other,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.four_models.pairwise_agreement.csv,Project data or auxiliary file.,Reference as needed.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,other,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.four_models.top1_entropy_layer_summary.csv,Project data or auxiliary file.,Reference as needed.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,other,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.four_models.top1_entropy_layers.csv,Project data or auxiliary file.,Reference as needed.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,other,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.gemini_embedding_features.model_feature_ranks.csv,Project data or auxiliary file.,Reference as needed.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,top-1 feature average,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.gemini_embedding_features.model_top1_averages.csv,Average feature values of the candidates ranked first by each judge model.,Use to describe what the models tend to select.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,single-feature logistic,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.gemini_embedding_features.pairwise_logistic_preferences.csv,Pairwise logistic preference coefficients for one feature family.,Use as exploratory feature-family evidence.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,joint logistic with cluster-robust SE,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.joint_features.cluster_robust_pairwise_logistic.csv,Joint pairwise logistic regression with standard errors clustered by sample ID.,Use as the preferred inferential version of the joint regression.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,joint logistic with cluster-robust SE,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.joint_features.cluster_robust_pairwise_logistic.method_notes.json,Joint pairwise logistic regression with standard errors clustered by sample ID.,Use as the preferred inferential version of the joint regression.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,joint logistic,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.joint_features.pairwise_logistic_preferences.csv,Joint pairwise logistic regression coefficients without cluster-robust SE.,Use for coefficient direction; prefer cluster-robust file for significance.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,LaBSE semantic similarity,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.local_embedding_features.model_top1_averages.csv,Cross-lingual semantic similarity computed with local LaBSE embeddings.,"Use as the main semantic similarity evidence, especially for CE.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,LaBSE semantic similarity,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.local_embedding_features.pairwise_logistic_preferences.csv,Cross-lingual semantic similarity computed with local LaBSE embeddings.,"Use as the main semantic similarity evidence, especially for CE.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,target-language LM,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.target_lm_features.model_top1_averages.csv,Target-language naturalness score from a local language model.,Use cautiously as an auxiliary fluency/naturalness proxy.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,target-language LM,kimi-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.target_lm_features.pairwise_logistic_preferences.csv,Target-language naturalness score from a local language model.,Use cautiously as an auxiliary fluency/naturalness proxy.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,cross-lingual NLI,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.crosslingual_nli.cache.json,"XNLI-style entailment, contradiction, omission, and boundary-risk features.",Use to analyze semantic completeness and omission/contradiction risk.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,cross-lingual NLI,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.crosslingual_nli_features.by_candidate.json,"XNLI-style entailment, contradiction, omission, and boundary-risk features.",Use to analyze semantic completeness and omission/contradiction risk.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,cross-lingual NLI,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.crosslingual_nli_features.method_notes.json,"XNLI-style entailment, contradiction, omission, and boundary-risk features.",Use to analyze semantic completeness and omission/contradiction risk.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,consensus ranking,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.five_models.condorcet_detail.json,Condorcet-style pairwise majority summary.,Use to inspect majority preference cycles or stable winners.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,consensus ranking,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.five_models.consensus_borda.json,Consensus ranking built from Borda aggregation across judge models.,Use to inspect group-level preferred candidates.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,model disagreement,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.five_models.high_disagreement_samples.json,Samples with high disagreement among judge models.,Use for qualitative error analysis.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,model disagreement,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.five_models.minority_model_events.json,Cases where one model diverges from the other judge models.,Use for model-specific difference analysis.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,other,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.five_models.pairwise_judgments.json,Project data or auxiliary file.,Reference as needed.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,consensus ranking,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.four_models.condorcet_detail.json,Condorcet-style pairwise majority summary.,Use to inspect majority preference cycles or stable winners.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,consensus ranking,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.four_models.consensus_borda.json,Consensus ranking built from Borda aggregation across judge models.,Use to inspect group-level preferred candidates.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,model disagreement,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.four_models.high_disagreement_samples.json,Samples with high disagreement among judge models.,Use for qualitative error analysis.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,model disagreement,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.four_models.minority_model_events.json,Cases where one model diverges from the other judge models.,Use for model-specific difference analysis.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,other,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.four_models.pairwise_judgments.json,Project data or auxiliary file.,Reference as needed.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,cache,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.gemini_embedding_2_preview.cache.json,Intermediate model/parser cache.,Usually not needed for interpretation; useful for reproducibility/debugging.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,other,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.gemini_embedding_features.by_candidate.json,Project data or auxiliary file.,Reference as needed.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,method notes,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.gemini_embedding_features.method_notes.json,Machine-readable notes describing how the corresponding data were computed.,Read before interpreting the matching output file.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,method notes,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.joint_features.method_notes.json,Machine-readable notes describing how the corresponding data were computed.,Read before interpreting the matching output file.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,pairwise regression design,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.joint_features.pairwise_observations.json,Expanded pairwise observations: three candidate pairs per sample per judge model.,Use as the source table behind joint logistic regression.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,LaBSE semantic similarity,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.local_embedding.C__Users__15332__.cache__huggingface__local_models__LaBSE.cache.json,Cross-lingual semantic similarity computed with local LaBSE embeddings.,"Use as the main semantic similarity evidence, especially for CE.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,LaBSE semantic similarity,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.local_embedding_features.by_candidate.json,Cross-lingual semantic similarity computed with local LaBSE embeddings.,"Use as the main semantic similarity evidence, especially for CE.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,LaBSE semantic similarity,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.local_embedding_features.method_notes.json,Cross-lingual semantic similarity computed with local LaBSE embeddings.,"Use as the main semantic similarity evidence, especially for CE.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,target-language LM,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.target_lm.C__Users__15332__.cache__huggingface__local_models__gpt2-chinese-cluecorpussmall.cache.json,Target-language naturalness score from a local language model.,Use cautiously as an auxiliary fluency/naturalness proxy.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,target-language LM,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.target_lm_features.by_candidate.json,Target-language naturalness score from a local language model.,Use cautiously as an auxiliary fluency/naturalness proxy.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,target-language LM,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.target_lm_features.method_notes.json,Target-language naturalness score from a local language model.,Use cautiously as an auxiliary fluency/naturalness proxy.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,other,kimi-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.with_candidates.features.json,Project data or auxiliary file.,Reference as needed.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.ranked.anthropic__claude-sonnet-4.6.errors.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.ranked.anthropic__claude-sonnet-4.6.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.ranked.deepseek__deepseek-v4-flash.errors.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.ranked.deepseek__deepseek-v4-flash.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.ranked.google__gemini-3-flash-preview.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.ranked.moonshotai__kimi-k2.5.errors.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.ranked.moonshotai__kimi-k2.5.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.ranked.openai__gpt-5.5.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.shuffled.ranked.anthropic__claude-sonnet-4.6.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.shuffled.ranked.deepseek__deepseek-v4-flash.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.shuffled.ranked.google__gemini-3-flash-preview.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.shuffled.ranked.moonshotai__kimi-k2.5.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.shuffled.ranked.openai__gpt-5.2.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,judge ranking output,kimi-version/ec/results/model_based_metrics/rankings/json/ffn_200ec.with_candidates.shuffled.ranked.openai__gpt-5.5.json,Blind ranking result produced by one judge model.,"Use to compute agreement, consensus, and pairwise preference data.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,dependency syntax,kimi-version/ec/results/parser_derived_syntactic_metrics/analysis/human_reference/csv/ffn_200ec.model_top1_vs_human.syntax_info_features.summary.csv,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,dependency syntax,kimi-version/ec/results/parser_derived_syntactic_metrics/analysis/human_reference/json/ffn_200ec.human_translation.syntax_info_features.by_sample.json,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,dependency syntax,kimi-version/ec/results/parser_derived_syntactic_metrics/analysis/human_reference/json/ffn_200ec.human_translation.syntax_info_features.cache.json,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,dependency syntax,kimi-version/ec/results/parser_derived_syntactic_metrics/analysis/human_reference/json/ffn_200ec.model_top1_vs_human.syntax_info_features.by_sample.json,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,dependency syntax,kimi-version/ec/results/parser_derived_syntactic_metrics/analysis/pilot/csv/ffn_200ec.syntax_info_features.model_feature_ranks.csv,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,dependency syntax,kimi-version/ec/results/parser_derived_syntactic_metrics/analysis/pilot/csv/ffn_200ec.syntax_info_features.model_top1_averages.csv,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,dependency syntax,kimi-version/ec/results/parser_derived_syntactic_metrics/analysis/pilot/csv/ffn_200ec.syntax_info_features.pairwise_logistic_preferences.csv,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,dependency syntax,kimi-version/ec/results/parser_derived_syntactic_metrics/analysis/pilot/json/ffn_200ec.syntax_info_features.by_candidate.json,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,dependency syntax,kimi-version/ec/results/parser_derived_syntactic_metrics/analysis/pilot/json/ffn_200ec.syntax_info_features.cache.json,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,dependency syntax,kimi-version/ec/results/parser_derived_syntactic_metrics/analysis/pilot/json/ffn_200ec.syntax_info_features.method_notes.json,Parser-derived syntactic metrics including depth and dependency distance.,Use to analyze structural load and dependency-span patterns.,
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,rule/proxy features,kimi-version/ec/results/rule_based_proxy_features/analysis/pilot/csv/ffn_200ec.deep_features.model_feature_ranks.csv,Rule-based or heuristic control features such as number/entity/register proxies.,"Use as auxiliary controls, not as high-confidence linguistic measurement.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,rule/proxy features,kimi-version/ec/results/rule_based_proxy_features/analysis/pilot/csv/ffn_200ec.deep_features.model_top1_averages.csv,Rule-based or heuristic control features such as number/entity/register proxies.,"Use as auxiliary controls, not as high-confidence linguistic measurement.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,CSV,rule/proxy features,kimi-version/ec/results/rule_based_proxy_features/analysis/pilot/csv/ffn_200ec.deep_features.pairwise_logistic_preferences.csv,Rule-based or heuristic control features such as number/entity/register proxies.,"Use as auxiliary controls, not as high-confidence linguistic measurement.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,rule/proxy features,kimi-version/ec/results/rule_based_proxy_features/analysis/pilot/json/ffn_200ec.deep_features.by_candidate.json,Rule-based or heuristic control features such as number/entity/register proxies.,"Use as auxiliary controls, not as high-confidence linguistic measurement.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,rule/proxy features,kimi-version/ec/results/rule_based_proxy_features/analysis/pilot/json/ffn_200ec.deep_features.method_notes.json,Rule-based or heuristic control features such as number/entity/register proxies.,"Use as auxiliary controls, not as high-confidence linguistic measurement.",
kimi-version,domestic-generator version: candidates were generated in the Kimi-based run,EC English-to-Chinese,JSON,rule/proxy features,kimi-version/ec/results/rule_based_proxy_features/analysis/pilot/json/ffn_200ec.deep_features.model_top1_by_sample.json,Rule-based or heuristic control features such as number/entity/register proxies.,"Use as auxiliary controls, not as high-confidence linguistic measurement.",
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,JSON,dataset,claude-version/ce/datasets/ecpcfe_200ce.json,Base 200-sample dataset with source and reference/human translation.,Use as the source corpus subset for this direction.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,JSON,dataset,claude-version/ce/datasets/ecpcfe_200ce.with_candidates.json,Dataset with three candidate translations before blind shuffling.,Use to inspect candidate texts and candidate source labels.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,JSON,dataset,claude-version/ce/datasets/ecpcfe_200ce.with_candidates.shuffled.json,Blind-judge dataset with candidate labels shuffled to A/B/C.,Use as the direct input for judge-model ranking.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,JSON,dataset,claude-version/ce/datasets/ecpcfe_200ce.with_variants.json,Dataset with generated translation variants.,Use to audit candidate generation before final candidate packing.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,cross-lingual NLI,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.crosslingual_nli_features.model_top1_averages.csv,"XNLI-style entailment, contradiction, omission, and boundary-risk features.",Use to analyze semantic completeness and omission/contradiction risk.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,cross-lingual NLI,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.crosslingual_nli_features.pairwise_logistic_preferences.csv,"XNLI-style entailment, contradiction, omission, and boundary-risk features.",Use to analyze semantic completeness and omission/contradiction risk.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,cross-lingual NLI,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.crosslingual_nli_features.univariate_pairwise_logistic_preferences.csv,"XNLI-style entailment, contradiction, omission, and boundary-risk features.",Use to analyze semantic completeness and omission/contradiction risk.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,consensus ranking,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.five_models.condorcet_summary.csv,Condorcet-style pairwise majority summary.,Use to inspect majority preference cycles or stable winners.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,consensus ranking,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.five_models.consensus_borda_summary.csv,Consensus ranking built from Borda aggregation across judge models.,Use to inspect group-level preferred candidates.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,model disagreement,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.five_models.high_disagreement_summary.csv,Samples with high disagreement among judge models.,Use for qualitative error analysis.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,model disagreement,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.five_models.minority_model_summary.csv,Cases where one model diverges from the other judge models.,Use for model-specific difference analysis.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,model agreement,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.five_models.model_vs_consensus_agreement.csv,Each judge model's agreement with the consensus ranking.,Use to compare model-level closeness to group consensus.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,model agreement,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.five_models.pairwise_agreement.csv,Pairwise agreement rates among the five judge models.,Use to support claims about overall judging stability.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,other,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.five_models.top1_average_features.csv,Project data or auxiliary file.,Reference as needed.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,other,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.five_models.top1_entropy_layer_summary.csv,Project data or auxiliary file.,Reference as needed.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,other,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.five_models.top1_entropy_layers.csv,Project data or auxiliary file.,Reference as needed.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,joint logistic with cluster-robust SE,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.joint_features.cluster_robust_pairwise_logistic.csv,Joint pairwise logistic regression with standard errors clustered by sample ID.,Use as the preferred inferential version of the joint regression.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,JSON,joint logistic with cluster-robust SE,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.joint_features.cluster_robust_pairwise_logistic.method_notes.json,Joint pairwise logistic regression with standard errors clustered by sample ID.,Use as the preferred inferential version of the joint regression.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,joint logistic,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.joint_features.pairwise_logistic_preferences.csv,Joint pairwise logistic regression coefficients without cluster-robust SE.,Use for coefficient direction; prefer cluster-robust file for significance.,
claude-version,overseas-generator version: candidates were generated in the Claude-based run,CE Chinese-to-English,CSV,LaBSE semantic similarity,claude-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.local_embedding_features.model_top1_averages.csv,Cross-lingual semantic similarity computed with local LaBSE embeddings.,"Use as the main semantic similarity evidence, especially for CE.",
