organized_path,source_path,version,direction,category,note
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/kimi-version__CE__ecpcfe_200ce.all_judges_5model.condorcet_detail.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.five_models.condorcet_detail.json,kimi-version,CE,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/kimi-version__CE__ecpcfe_200ce.all_judges_5model.consensus_borda.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.five_models.consensus_borda.json,kimi-version,CE,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/kimi-version__CE__ecpcfe_200ce.all_judges_5model.high_disagreement_samples.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.five_models.high_disagreement_samples.json,kimi-version,CE,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/kimi-version__CE__ecpcfe_200ce.all_judges_5model.minority_model_events.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.five_models.minority_model_events.json,kimi-version,CE,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/kimi-version__CE__ecpcfe_200ce.all_judges_5model.pairwise_judgments.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.five_models.pairwise_judgments.json,kimi-version,CE,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded/kimi-version__CE__ecpcfe_200ce.legacy_four_judges_not_self_excluded.condorcet_summary.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.four_models.condorcet_summary.csv,kimi-version,CE,02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded,Historical four_models outputs; not a valid self-exclusion set for Kimi.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded/kimi-version__CE__ecpcfe_200ce.legacy_four_judges_not_self_excluded.consensus_borda_summary.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.four_models.consensus_borda_summary.csv,kimi-version,CE,02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded,Historical four_models outputs; not a valid self-exclusion set for Kimi.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded/kimi-version__CE__ecpcfe_200ce.legacy_four_judges_not_self_excluded.high_disagreement_summary.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.four_models.high_disagreement_summary.csv,kimi-version,CE,02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded,Historical four_models outputs; not a valid self-exclusion set for Kimi.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded/kimi-version__CE__ecpcfe_200ce.legacy_four_judges_not_self_excluded.minority_model_summary.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.four_models.minority_model_summary.csv,kimi-version,CE,02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded,Historical four_models outputs; not a valid self-exclusion set for Kimi.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded/kimi-version__CE__ecpcfe_200ce.legacy_four_judges_not_self_excluded.model_vs_consensus_agreement.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.four_models.model_vs_consensus_agreement.csv,kimi-version,CE,02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded,Historical four_models outputs; not a valid self-exclusion set for Kimi.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded/kimi-version__CE__ecpcfe_200ce.legacy_four_judges_not_self_excluded.pairwise_agreement.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.four_models.pairwise_agreement.csv,kimi-version,CE,02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded,Historical four_models outputs; not a valid self-exclusion set for Kimi.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded/kimi-version__CE__ecpcfe_200ce.legacy_four_judges_not_self_excluded.top1_entropy_layer_summary.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.four_models.top1_entropy_layer_summary.csv,kimi-version,CE,02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded,Historical four_models outputs; not a valid self-exclusion set for Kimi.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded/kimi-version__CE__ecpcfe_200ce.legacy_four_judges_not_self_excluded.top1_entropy_layers.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.four_models.top1_entropy_layers.csv,kimi-version,CE,02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded,Historical four_models outputs; not a valid self-exclusion set for Kimi.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded/kimi-version__CE__ecpcfe_200ce.legacy_four_judges_not_self_excluded.condorcet_detail.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.four_models.condorcet_detail.json,kimi-version,CE,02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded,Historical four_models outputs; not a valid self-exclusion set for Kimi.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded/kimi-version__CE__ecpcfe_200ce.legacy_four_judges_not_self_excluded.consensus_borda.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.four_models.consensus_borda.json,kimi-version,CE,02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded,Historical four_models outputs; not a valid self-exclusion set for Kimi.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded/kimi-version__CE__ecpcfe_200ce.legacy_four_judges_not_self_excluded.high_disagreement_samples.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.four_models.high_disagreement_samples.json,kimi-version,CE,02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded,Historical four_models outputs; not a valid self-exclusion set for Kimi.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded/kimi-version__CE__ecpcfe_200ce.legacy_four_judges_not_self_excluded.minority_model_events.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.four_models.minority_model_events.json,kimi-version,CE,02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded,Historical four_models outputs; not a valid self-exclusion set for Kimi.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded/kimi-version__CE__ecpcfe_200ce.legacy_four_judges_not_self_excluded.pairwise_judgments.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.four_models.pairwise_judgments.json,kimi-version,CE,02_judge_agreement_and_consensus/legacy_four_judges_not_self_excluded,Historical four_models outputs; not a valid self-exclusion set for Kimi.
data/organized_analysis_outputs/03_self_excluded_judge_sets/kimi-version__CE__ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.consensus_borda_summary.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.consensus_borda_summary.csv,kimi-version,CE,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/kimi-version__CE__ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.all_judges_5model.joint_features.cluster_robust_pairwise_logistic.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.joint_features.cluster_robust_pairwise_logistic.csv,kimi-version,CE,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/kimi-version__CE__ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.all_judges_5model.joint_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.joint_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version,CE,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/kimi-version__CE__ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.joint_features_with_translationese_subfeatures.cluster_robust_pairwise_logistic.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.joint_features_with_translationese_subfeatures.cluster_robust_pairwise_logistic.csv,kimi-version,CE,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/kimi-version__CE__ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.joint_features_with_translationese_subfeatures.cluster_robust_pairwise_logistic.method_notes.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.joint_features_with_translationese_subfeatures.cluster_robust_pairwise_logistic.method_notes.json,kimi-version,CE,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/kimi-version__CE__ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.model_vs_consensus_agreement.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.model_vs_consensus_agreement.csv,kimi-version,CE,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/kimi-version__CE__ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.pairwise_agreement.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.pairwise_agreement.csv,kimi-version,CE,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/kimi-version__CE__ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.consensus_borda.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.consensus_borda.json,kimi-version,CE,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/kimi-version__CE__ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.joint_features.pairwise_observations.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.joint_features.pairwise_observations.json,kimi-version,CE,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/kimi-version__CE__ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.joint_features_with_translationese_subfeatures.pairwise_observations.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.joint_features_with_translationese_subfeatures.pairwise_observations.json,kimi-version,CE,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/kimi-version__CE__ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.judge_set_metadata.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.judge_set_metadata.json,kimi-version,CE,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/kimi-version__CE__ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.pairwise_judgments.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.judges_excluding_candidate_generator_kimi_k2_5.pairwise_judgments.json,kimi-version,CE,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/04_cluster_robust_regressions/model_based_all_judges/kimi-version__CE__ecpcfe_200ce.crosslingual_nli_features.cluster_robust_pairwise_logistic.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.crosslingual_nli_features.cluster_robust_pairwise_logistic.csv,kimi-version,CE,04_cluster_robust_regressions/model_based_all_judges,Cluster-robust model-based regression output.
data/organized_analysis_outputs/04_cluster_robust_regressions/model_based_all_judges/kimi-version__CE__ecpcfe_200ce.crosslingual_nli_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.crosslingual_nli_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version,CE,04_cluster_robust_regressions/model_based_all_judges,Cluster-robust model-based regression output.
data/organized_analysis_outputs/04_cluster_robust_regressions/model_based_all_judges/kimi-version__CE__ecpcfe_200ce.crosslingual_nli_features.univariate_cluster_robust_pairwise_logistic.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.crosslingual_nli_features.univariate_cluster_robust_pairwise_logistic.csv,kimi-version,CE,04_cluster_robust_regressions/model_based_all_judges,Cluster-robust model-based regression output.
data/organized_analysis_outputs/04_cluster_robust_regressions/model_based_all_judges/kimi-version__CE__ecpcfe_200ce.crosslingual_nli_features.univariate_cluster_robust_pairwise_logistic.method_notes.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.crosslingual_nli_features.univariate_cluster_robust_pairwise_logistic.method_notes.json,kimi-version,CE,04_cluster_robust_regressions/model_based_all_judges,Cluster-robust model-based regression output.
data/organized_analysis_outputs/04_cluster_robust_regressions/model_based_all_judges/kimi-version__CE__ecpcfe_200ce.all_judges_5model.joint_features.cluster_robust_pairwise_logistic.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.joint_features.cluster_robust_pairwise_logistic.csv,kimi-version,CE,04_cluster_robust_regressions/model_based_all_judges,Cluster-robust model-based regression output.
data/organized_analysis_outputs/04_cluster_robust_regressions/model_based_all_judges/kimi-version__CE__ecpcfe_200ce.all_judges_5model.joint_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.joint_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version,CE,04_cluster_robust_regressions/model_based_all_judges,Cluster-robust model-based regression output.
data/organized_analysis_outputs/04_cluster_robust_regressions/model_based_all_judges/kimi-version__CE__ecpcfe_200ce.local_embedding_features.cluster_robust_pairwise_logistic.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.local_embedding_features.cluster_robust_pairwise_logistic.csv,kimi-version,CE,04_cluster_robust_regressions/model_based_all_judges,Cluster-robust model-based regression output.
data/organized_analysis_outputs/04_cluster_robust_regressions/model_based_all_judges/kimi-version__CE__ecpcfe_200ce.local_embedding_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.local_embedding_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version,CE,04_cluster_robust_regressions/model_based_all_judges,Cluster-robust model-based regression output.
data/organized_analysis_outputs/04_cluster_robust_regressions/model_based_all_judges/kimi-version__CE__ecpcfe_200ce.target_lm_features.cluster_robust_pairwise_logistic.csv,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.target_lm_features.cluster_robust_pairwise_logistic.csv,kimi-version,CE,04_cluster_robust_regressions/model_based_all_judges,Cluster-robust model-based regression output.
data/organized_analysis_outputs/04_cluster_robust_regressions/model_based_all_judges/kimi-version__CE__ecpcfe_200ce.target_lm_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/csv/ecpcfe_200ce.target_lm_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version,CE,04_cluster_robust_regressions/model_based_all_judges,Cluster-robust model-based regression output.
data/organized_analysis_outputs/04_cluster_robust_regressions/parser_syntax/kimi-version__CE__ecpcfe_200ce.syntax_info_features.cluster_robust_pairwise_logistic.csv,kimi-version/ce/results/parser_derived_syntactic_metrics/analysis/pilot/csv/ecpcfe_200ce.syntax_info_features.cluster_robust_pairwise_logistic.csv,kimi-version,CE,04_cluster_robust_regressions/parser_syntax,Cluster-robust parser-derived syntax regression output.
data/organized_analysis_outputs/04_cluster_robust_regressions/parser_syntax/kimi-version__CE__ecpcfe_200ce.syntax_info_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version/ce/results/parser_derived_syntactic_metrics/analysis/pilot/csv/ecpcfe_200ce.syntax_info_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version,CE,04_cluster_robust_regressions/parser_syntax,Cluster-robust parser-derived syntax regression output.
data/organized_analysis_outputs/04_cluster_robust_regressions/rule_based_proxy/kimi-version__CE__ecpcfe_200ce.deep_features.cluster_robust_pairwise_logistic.csv,kimi-version/ce/results/rule_based_proxy_features/analysis/pilot/csv/ecpcfe_200ce.deep_features.cluster_robust_pairwise_logistic.csv,kimi-version,CE,04_cluster_robust_regressions/rule_based_proxy,Cluster-robust rule-based proxy regression output.
data/organized_analysis_outputs/04_cluster_robust_regressions/rule_based_proxy/kimi-version__CE__ecpcfe_200ce.deep_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version/ce/results/rule_based_proxy_features/analysis/pilot/csv/ecpcfe_200ce.deep_features.cluster_robust_pairwise_logistic.method_notes.json,kimi-version,CE,04_cluster_robust_regressions/rule_based_proxy,Cluster-robust rule-based proxy regression output.
data/organized_analysis_outputs/05_feature_matrices/model_based_features/kimi-version__CE__ecpcfe_200ce.crosslingual_nli_features.by_candidate.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.crosslingual_nli_features.by_candidate.json,kimi-version,CE,05_feature_matrices/model_based_features,Per-candidate model-based feature matrix.
data/organized_analysis_outputs/05_feature_matrices/model_based_features/kimi-version__CE__ecpcfe_200ce.local_embedding_features.by_candidate.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.local_embedding_features.by_candidate.json,kimi-version,CE,05_feature_matrices/model_based_features,Per-candidate model-based feature matrix.
data/organized_analysis_outputs/05_feature_matrices/model_based_features/kimi-version__CE__ecpcfe_200ce.target_lm_features.by_candidate.json,kimi-version/ce/results/model_based_metrics/analysis/pilot/json/ecpcfe_200ce.target_lm_features.by_candidate.json,kimi-version,CE,05_feature_matrices/model_based_features,Per-candidate model-based feature matrix.
data/organized_analysis_outputs/05_feature_matrices/parser_syntax_features/kimi-version__CE__ecpcfe_200ce.syntax_info_features.by_candidate.json,kimi-version/ce/results/parser_derived_syntactic_metrics/analysis/pilot/json/ecpcfe_200ce.syntax_info_features.by_candidate.json,kimi-version,CE,05_feature_matrices/parser_syntax_features,Per-candidate parser-derived syntax feature matrix.
data/organized_analysis_outputs/05_feature_matrices/rule_based_proxy_features/kimi-version__CE__ecpcfe_200ce.deep_features.by_candidate.json,kimi-version/ce/results/rule_based_proxy_features/analysis/pilot/json/ecpcfe_200ce.deep_features.by_candidate.json,kimi-version,CE,05_feature_matrices/rule_based_proxy_features,Per-candidate rule-based proxy feature matrix.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.condorcet_summary.csv,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.five_models.condorcet_summary.csv,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.consensus_borda_summary.csv,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.five_models.consensus_borda_summary.csv,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.high_disagreement_summary.csv,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.five_models.high_disagreement_summary.csv,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.minority_model_summary.csv,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.five_models.minority_model_summary.csv,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.model_vs_consensus_agreement.csv,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.five_models.model_vs_consensus_agreement.csv,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.pairwise_agreement.csv,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.five_models.pairwise_agreement.csv,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.top1_average_features.csv,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.five_models.top1_average_features.csv,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.top1_entropy_layer_summary.csv,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.five_models.top1_entropy_layer_summary.csv,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.top1_entropy_layers.csv,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.five_models.top1_entropy_layers.csv,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.condorcet_detail.json,claude-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.five_models.condorcet_detail.json,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.consensus_borda.json,claude-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.five_models.consensus_borda.json,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.high_disagreement_samples.json,claude-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.five_models.high_disagreement_samples.json,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.minority_model_events.json,claude-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.five_models.minority_model_events.json,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/02_judge_agreement_and_consensus/all_judges_5model/claude-version__EC__ffn_200ec.all_judges_5model.pairwise_judgments.json,claude-version/ec/results/model_based_metrics/analysis/pilot/json/ffn_200ec.five_models.pairwise_judgments.json,claude-version,EC,02_judge_agreement_and_consensus/all_judges_5model,Legacy five_models renamed to all_judges_5model.
data/organized_analysis_outputs/03_self_excluded_judge_sets/claude-version__EC__ffn_200ec.judges_excluding_candidate_generator_claude_sonnet_4_6.consensus_borda_summary.csv,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.judges_excluding_candidate_generator_claude_sonnet_4_6.consensus_borda_summary.csv,claude-version,EC,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/claude-version__EC__ffn_200ec.judges_excluding_candidate_generator_claude_sonnet_4_6.all_judges_5model.joint_features.cluster_robust_pairwise_logistic.csv,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.judges_excluding_candidate_generator_claude_sonnet_4_6.joint_features.cluster_robust_pairwise_logistic.csv,claude-version,EC,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/claude-version__EC__ffn_200ec.judges_excluding_candidate_generator_claude_sonnet_4_6.all_judges_5model.joint_features.cluster_robust_pairwise_logistic.method_notes.json,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.judges_excluding_candidate_generator_claude_sonnet_4_6.joint_features.cluster_robust_pairwise_logistic.method_notes.json,claude-version,EC,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/claude-version__EC__ffn_200ec.judges_excluding_candidate_generator_claude_sonnet_4_6.joint_features_with_translationese_subfeatures.cluster_robust_pairwise_logistic.csv,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.judges_excluding_candidate_generator_claude_sonnet_4_6.joint_features_with_translationese_subfeatures.cluster_robust_pairwise_logistic.csv,claude-version,EC,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/claude-version__EC__ffn_200ec.judges_excluding_candidate_generator_claude_sonnet_4_6.joint_features_with_translationese_subfeatures.cluster_robust_pairwise_logistic.method_notes.json,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.judges_excluding_candidate_generator_claude_sonnet_4_6.joint_features_with_translationese_subfeatures.cluster_robust_pairwise_logistic.method_notes.json,claude-version,EC,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
data/organized_analysis_outputs/03_self_excluded_judge_sets/claude-version__EC__ffn_200ec.judges_excluding_candidate_generator_claude_sonnet_4_6.model_vs_consensus_agreement.csv,claude-version/ec/results/model_based_metrics/analysis/pilot/csv/ffn_200ec.judges_excluding_candidate_generator_claude_sonnet_4_6.model_vs_consensus_agreement.csv,claude-version,EC,03_self_excluded_judge_sets,Judge set excluding the candidate generator itself.
