version,direction,model,id,top_candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
claude-version,CE,anthropic__claude-sonnet-4.6,190,B,9.0,7.0,3.462687,36.0,0.051682,0.533784,0.457143,9.0,1.0,0.522936,70.0,3.0,23.333333,2.472816566,0.895892151,0.010068298,1.194971946,-1.66536024,-0.543543862,-0.306064489,2.104887524,0.180993771,-1.882285354,2.863549491,6.149075968,-0.461912438
claude-version,CE,anthropic__claude-sonnet-4.6,191,C,6.0,5.0,3.608696,27.0,0.0523,0.68625,0.486111,0.0,0.0,0.580952,72.0,3.0,24.0,1.091971935,-0.208647549,0.229326295,0.426204611,-1.653094133,0.534705717,-0.058883602,-0.849663104,-0.571266292,-1.846805995,3.009165302,6.149075968,-0.408857938
claude-version,CE,anthropic__claude-sonnet-4.6,192,A,9.0,7.0,3.578125,42.0,0.055908,0.567187,0.469697,3.0,1.0,0.705128,66.0,2.0,33.0,2.472816566,0.895892151,0.183418603,1.707483503,-1.581482299,-0.307315649,-0.198942532,0.135187105,0.180993771,-1.770866861,2.572317868,2.955746113,0.307377462
claude-version,CE,anthropic__claude-sonnet-4.6,193,B,13.0,7.0,4.012346,44.0,0.049535,0.457447,0.482353,11.0,1.0,0.624,85.0,4.0,21.25,4.313942741,0.895892151,0.835477221,1.878320688,-1.707974045,-1.083404146,-0.090950219,2.761454331,0.180993771,-1.820480233,3.955668076,9.342405822,-0.627707643
claude-version,CE,anthropic__claude-sonnet-4.6,194,C,12.0,9.0,3.038961,29.0,0.039467,0.503261,0.5,12.0,0.0,0.591304,80.0,3.0,26.666667,3.853661197,2.000431852,-0.626230246,0.597041796,-1.907804408,-0.759404525,0.059629769,3.089737734,-0.571266292,-1.840475288,3.591628547,6.149075968,-0.196640015
claude-version,CE,anthropic__claude-sonnet-4.6,195,B,10.0,9.0,4.211538,41.0,0.040496,0.453261,0.523364,7.0,0.0,0.678082,107.0,3.0,35.666667,2.93309811,2.000431852,1.134598775,1.62206491,-1.887380744,-1.113007813,0.258992316,1.448320718,-0.571266292,-1.787406691,5.557442,6.149075968,0.519595385
claude-version,CE,anthropic__claude-sonnet-4.6,196,C,12.0,5.0,3.431818,16.0,0.038998,0.621429,0.391304,2.0,0.0,0.614754,92.0,4.0,23.0,3.853661197,-0.208647549,-0.036286893,-0.51339991,-1.917113152,0.076287342,-0.867861729,-0.193096298,-0.571266292,-1.826134573,4.465323415,9.342405822,-0.488439649
claude-version,CE,anthropic__claude-sonnet-4.6,197,B,11.0,8.0,4.142857,47.0,0.042274,0.593023,0.51,9.0,1.0,0.712,100.0,2.0,50.0,3.393379654,1.448162002,1.031462266,2.134576467,-1.852090877,-0.124601758,0.144958714,2.104887524,0.180993771,-1.766664329,5.04778666,2.955746113,1.660266551
claude-version,CE,anthropic__claude-sonnet-4.6,198,A,5.0,6.0,2.785714,17.0,0.033163,0.60098,0.674157,0.0,7.0,0.707547,89.0,5.0,17.8,0.631690391,0.343622301,-1.006524816,-0.427981317,-2.032926637,-0.068329331,1.545693074,-0.849663104,4.694554152,-1.769387536,4.246899698,12.535735676,-0.902264547
claude-version,CE,anthropic__claude-sonnet-4.6,199,A,10.0,5.0,3.45614,25.0,0.030317,0.83,0.613445,10.0,1.0,0.616883,119.0,5.0,23.8,2.93309811,-0.208647549,0.000236835,0.255367425,-2.089414243,1.551315171,1.027643984,2.433170927,0.180993771,-1.824832595,6.431136868,12.535735676,-0.42477428
claude-version,CE,anthropic__claude-sonnet-4.6,200,B,6.0,5.0,4.935484,29.0,0.079605,0.619355,0.584615,8.0,0.0,0.55102,65.0,3.0,21.666667,1.091971935,-0.208647549,2.221730048,0.597041796,-1.111142599,0.061619878,0.781640636,1.776604121,-0.571266292,-1.865110742,2.499509963,6.149075968,-0.594548571
claude-version,CE,deepseek__deepseek-v4-flash,001,C,13.0,9.0,4.109091,54.0,0.037355,0.517,0.477876,1.0,9.0,0.671642,113.0,3.0,37.666667,4.313942741,2.000431852,0.980756724,2.732506616,-1.94972353,-0.662241413,-0.129151988,-0.521379701,6.199074279,-1.791345036,5.994289434,6.149075968,0.678758807
claude-version,CE,deepseek__deepseek-v4-flash,002,B,14.0,6.0,3.691667,33.0,0.030764,0.613115,0.512,11.0,1.0,0.632911,125.0,5.0,25.0,4.774224285,0.343622301,0.353921733,0.938716167,-2.080542156,0.017490188,0.162024503,2.761454331,0.180993771,-1.815030761,6.867984302,12.535735676,-0.329276227
claude-version,CE,deepseek__deepseek-v4-flash,003,B,10.0,6.0,3.22549,27.0,0.031622,0.5375,0.509434,3.0,7.0,0.692913,106.0,4.0,26.5,2.93309811,0.343622301,-0.346124396,0.426204611,-2.063512512,-0.517264065,0.140129096,0.135187105,4.694554152,-1.778336876,5.484634094,9.342405822,-0.20990366
claude-version,CE,deepseek__deepseek-v4-flash,004,B,13.0,5.0,2.815789,15.0,0.03705,0.44878,0.425,6.0,2.0,0.582609,80.0,4.0,20.0,4.313942741,-0.208647549,-0.961361955,-0.598818503,-1.955777191,-1.14469774,-0.580337317,1.120037315,0.933253835,-1.845792666,3.591628547,9.342405822,-0.727184782
claude-version,CE,deepseek__deepseek-v4-flash,005,B,7.0,6.0,3.265625,28.0,0.051025,0.566667,0.432836,6.0,0.0,0.504587,67.0,3.0,22.333333,1.552253478,0.343622301,-0.285854689,0.511623203,-1.678400422,-0.310993123,-0.513473556,1.120037315,-0.571266292,-1.893506581,2.645125774,6.149075968,-0.54149415
claude-version,CE,deepseek__deepseek-v4-flash,006,C,7.0,6.0,3.625,28.0,0.064732,0.448276,0.517241,6.0,0.0,0.68,58.0,2.0,29.0,1.552253478,0.343622301,0.253809597,0.511623203,-1.406342935,-1.148262061,0.206745403,1.120037315,-0.571266292,-1.786233748,1.989854623,2.955746113,-0.010949382
claude-version,CE,deepseek__deepseek-v4-flash,007,B,13.0,8.0,4.542056,22.0,0.042449,0.535714,0.396396,6.0,3.0,0.674603,111.0,4.0,27.75,4.313942741,1.448162002,1.630929239,-0.000888353,-1.848617465,-0.529894775,-0.824412231,1.120037315,1.685513898,-1.789534253,5.848673622,9.342405822,-0.110426521
claude-version,CE,deepseek__deepseek-v4-flash,008,A,23.0,8.0,3.409091,33.0,0.025826,0.647656,0.352518,19.0,0.0,0.746667,139.0,7.0,19.857143,8.916758179,1.448162002,-0.07041545,0.938716167,-2.178551922,0.261766411,-1.198818575,5.387721556,-0.571266292,-1.74546392,7.887294981,18.922395385,-0.738553587
claude-version,CE,deepseek__deepseek-v4-flash,009,A,9.0,4.0,3.727273,22.0,0.048406,0.637179,0.556962,5.0,18.0,0.833333,79.0,2.0,39.5,2.472816566,-0.7609174,0.407390357,-0.000888353,-1.730382516,0.187672378,0.545680505,0.791753912,12.96941485,-1.692463815,3.518820642,2.955746113,0.824658584
claude-version,CE,deepseek__deepseek-v4-flash,010,C,9.0,7.0,3.8,38.0,0.063333,0.433333,0.360656,9.0,4.0,0.84058,61.0,1.0,61.0,2.472816566,0.895892151,0.516602641,1.365809131,-1.434110384,-1.25393994,-1.129377879,2.104887524,2.437773962,-1.688031953,2.20827834,-0.237583741,2.535665373
claude-version,CE,deepseek__deepseek-v4-flash,011,A,8.0,10.0,3.514286,34.0,0.050204,0.471429,0.555556,3.0,1.0,0.684783,72.0,2.0,36.0,2.012535022,2.552701702,0.087553203,1.02413476,-1.694695687,-0.984522522,0.533683255,0.135187105,0.180993771,-1.783308732,3.009165302,2.955746113,0.546122595
claude-version,CE,deepseek__deepseek-v4-flash,012,C,14.0,6.0,3.439024,29.0,0.041939,0.479545,0.356322,6.0,4.0,0.570312,87.0,5.0,17.4,4.774224285,0.343622301,-0.025465826,0.597041796,-1.85873998,-0.927125637,-1.166359444,1.120037315,2.437773962,-1.853312828,4.101283887,12.535735676,-0.934097231
claude-version,CE,deepseek__deepseek-v4-flash,013,C,10.0,8.0,3.837209,34.0,0.044619,0.341837,0.494382,0.0,7.0,0.711864,89.0,3.0,29.666667,2.93309811,1.448162002,0.572478448,1.02413476,-1.805547154,-1.901005669,0.011691968,-0.849663104,4.694554152,-1.766747499,4.246899698,6.149075968,0.042105118
claude-version,CE,deepseek__deepseek-v4-flash,014,B,4.0,8.0,3.12766,20.0,0.066546,0.686957,0.55102,4.0,4.0,0.517241,49.0,2.0,24.5,0.171408847,1.448162002,-0.493033216,-0.171725539,-1.370338537,0.539705668,0.494978046,0.463470509,2.437773962,-1.885768099,1.334583472,2.955746113,-0.369067082
claude-version,CE,deepseek__deepseek-v4-flash,015,A,13.0,7.0,3.07767,22.0,0.02988,0.786,0.59434,13.0,7.0,0.842593,106.0,3.0,35.333333,4.313942741,0.895892151,-0.568101926,-0.000888353,-2.098087849,1.240144277,0.864623035,3.418021137,4.694554152,-1.686800914,5.484634094,6.149075968,0.493068095
claude-version,CE,deepseek__deepseek-v4-flash,016,B,6.0,5.0,3.456522,24.0,0.075142,0.524,0.5625,6.0,1.0,0.538462,48.0,2.0,24.0,1.091971935,-0.208647549,0.000810475,0.169948832,-1.199724533,-0.612736953,0.592935675,1.120037315,0.180993771,-1.872790516,1.261775567,2.955746113,-0.408857938
claude-version,CE,deepseek__deepseek-v4-flash,017,A,9.0,6.0,3.081395,20.0,0.03583,0.74,0.58427,6.0,6.0,0.714286,89.0,3.0,29.666667,2.472816566,0.343622301,-0.562508188,-0.171725539,-1.979991836,0.914829252,0.778696788,1.120037315,3.942294088,-1.765266338,4.246899698,6.149075968,0.042105118
claude-version,CE,deepseek__deepseek-v4-flash,018,B,9.0,6.0,3.848485,33.0,0.05831,0.568182,0.5,5.0,3.0,0.663158,68.0,2.0,34.0,2.472816566,0.343622301,0.58941133,0.938716167,-1.533807236,-0.300278943,0.059629769,0.791753912,1.685513898,-1.796533379,2.71793368,2.955746113,0.386959173
claude-version,CE,deepseek__deepseek-v4-flash,019,B,19.0,9.0,3.752809,40.0,0.042166,0.625,0.406593,21.0,3.0,0.747573,91.0,2.0,45.5,7.075632004,2.000431852,0.445737118,1.536646317,-1.854234468,0.101541689,-0.737402306,6.044288362,1.685513898,-1.744909861,4.392515509,2.955746113,1.302148851
claude-version,CE,deepseek__deepseek-v4-flash,020,B,9.0,9.0,4.0,30.0,0.053333,0.601471,0.480519,6.0,3.0,0.554622,77.0,2.0,38.5,2.472816566,2.000431852,0.816937547,0.682460389,-1.632591078,-0.064856946,-0.106599548,1.120037315,1.685513898,-1.862907959,3.37320483,2.955746113,0.745076873
claude-version,CE,deepseek__deepseek-v4-flash,021,A,7.0,5.0,3.772727,34.0,0.042872,0.488095,0.566667,3.0,3.0,0.65873,90.0,2.0,45.0,1.552253478,-0.208647549,0.475647471,1.02413476,-1.840221732,-0.866659474,0.628492246,0.135187105,1.685513898,-1.799241297,4.319707604,2.955746113,1.262357995
claude-version,CE,deepseek__deepseek-v4-flash,022,A,9.0,6.0,3.71831,30.0,0.052371,0.798718,0.547945,14.0,3.0,0.66,73.0,2.0,36.5,2.472816566,0.343622301,0.393930848,0.682460389,-1.65168492,1.33008681,0.468739395,3.74630454,1.685513898,-1.798464636,3.081973208,2.955746113,0.585913451
claude-version,CE,deepseek__deepseek-v4-flash,023,A,15.0,7.0,3.347107,42.0,0.027662,0.453922,0.368,3.0,9.0,0.704403,125.0,4.0,31.25,5.234505829,0.895892151,-0.163495244,1.707483503,-2.142110867,-1.108333178,-1.066712302,0.135187105,6.199074279,-1.771310231,6.867984302,9.342405822,0.168109468
claude-version,CE,deepseek__deepseek-v4-flash,024,C,8.0,8.0,3.842697,40.0,0.043176,0.511842,0.505495,0.0,3.0,0.72807,91.0,2.0,45.5,2.012535022,1.448162002,0.580719638,1.536646317,-1.834187918,-0.698719129,0.106518025,-0.849663104,1.685513898,-1.75683681,4.392515509,2.955746113,1.302148851
claude-version,CE,deepseek__deepseek-v4-flash,025,A,10.0,6.0,3.208955,34.0,0.047895,0.705,0.376812,13.0,2.0,0.659794,69.0,2.0,34.5,2.93309811,0.343622301,-0.370954585,1.02413476,-1.740524879,0.66730695,-0.991520436,3.418021137,0.933253835,-1.798590614,2.790741585,2.955746113,0.426750029
claude-version,CE,deepseek__deepseek-v4-flash,026,B,7.0,5.0,3.271186,14.0,0.055444,0.49,0.483871,5.0,5.0,0.65,62.0,3.0,20.666667,1.552253478,-0.208647549,-0.277503877,-0.684237096,-1.590691803,-0.853187189,-0.077997286,0.791753912,3.190034025,-1.80458008,2.281086246,6.149075968,-0.674130282
claude-version,CE,deepseek__deepseek-v4-flash,027,A,5.0,8.0,3.254902,24.0,0.063822,0.426316,0.339623,0.0,3.0,0.648649,53.0,2.0,26.5,0.631690391,1.448162002,-0.301957145,0.169948832,-1.424404678,-1.303564625,-1.308850249,-0.849663104,1.685513898,-1.805406276,1.625815095,2.955746113,-0.20990366
claude-version,CE,deepseek__deepseek-v4-flash,028,A,7.0,7.0,4.202247,75.0,0.047216,0.670238,0.483516,3.0,4.0,0.763158,91.0,2.0,45.5,1.552253478,0.895892151,1.120646717,4.526297065,-1.754001718,0.4214678,-0.081026463,0.135187105,2.437773962,-1.735378942,4.392515509,2.955746113,1.302148851
claude-version,CE,deepseek__deepseek-v4-flash,029,C,5.0,6.0,3.432432,29.0,0.046384,0.655128,0.636364,3.0,4.0,0.684211,77.0,3.0,25.666667,0.631690391,0.343622301,-0.035364865,0.597041796,-1.770515312,0.314608886,1.223209393,0.135187105,2.437773962,-1.783658535,3.37320483,6.149075968,-0.276221726
claude-version,CE,deepseek__deepseek-v4-flash,030,C,12.0,10.0,3.097345,34.0,0.02741,0.634615,0.452991,9.0,5.0,0.789062,117.0,4.0,29.25,3.853661197,2.552701702,-0.53855648,1.02413476,-2.14711258,0.169539601,-0.341493067,2.104887524,3.190034025,-1.719537496,6.285521056,9.342405822,0.008946045
claude-version,CE,deepseek__deepseek-v4-flash,031,C,13.0,7.0,4.085106,37.0,0.043459,0.47766,0.453608,14.0,4.0,0.684211,97.0,3.0,32.333333,4.313942741,0.895892151,0.94473906,1.280390539,-1.828570915,-0.940456481,-0.336228271,3.74630454,2.437773962,-1.783658535,4.829362943,6.149075968,0.254322961
claude-version,CE,deepseek__deepseek-v4-flash,032,A,12.0,6.0,3.697674,32.0,0.042996,0.56375,0.344444,3.0,10.0,0.632812,90.0,4.0,22.5,3.853661197,0.343622301,0.362942292,0.853297575,-1.837760571,-0.331622339,-1.267713165,0.135187105,6.951334342,-1.815091304,4.319707604,9.342405822,-0.528230505
claude-version,CE,deepseek__deepseek-v4-flash,033,B,6.0,5.0,3.9,29.0,0.065,0.55,0.403226,3.0,6.0,0.622222,62.0,2.0,31.0,1.091971935,-0.208647549,0.666770094,0.597041796,-1.401023652,-0.428863243,-0.766132561,0.135187105,3.942294088,-1.821567559,2.281086246,2.955746113,0.14821404
claude-version,CE,deepseek__deepseek-v4-flash,034,A,17.0,5.0,3.604167,25.0,0.037543,0.525,0.36,0.0,3.0,0.778761,100.0,4.0,25.0,6.155068917,-0.208647549,0.222525211,0.255367425,-1.945992093,-0.605664887,-1.134975458,-0.849663104,1.685513898,-1.725837015,5.04778666,9.342405822,-0.329276227
claude-version,CE,deepseek__deepseek-v4-flash,035,B,10.0,5.0,3.232877,32.0,0.044286,0.538889,0.402597,0.0,3.0,0.814815,77.0,4.0,19.25,2.93309811,-0.208647549,-0.335031527,0.853297575,-1.812156561,-0.507440966,-0.771499752,-0.849663104,1.685513898,-1.703788394,3.37320483,9.342405822,-0.786871066
claude-version,CE,deepseek__deepseek-v4-flash,036,A,15.0,9.0,2.666667,19.0,0.032922,0.553125,0.44186,8.0,1.0,0.557143,86.0,5.0,17.2,5.234505829,2.000431852,-1.185294665,-0.257144132,-2.037710022,-0.406763038,-0.436472716,1.776604121,0.180993771,-1.861366255,4.028475981,12.535735676,-0.950013573
claude-version,CE,deepseek__deepseek-v4-flash,037,C,8.0,4.0,2.920635,19.0,0.046359,0.365476,0.447761,0.0,0.0,0.643678,67.0,4.0,16.75,2.012535022,-0.7609174,-0.803917387,-0.257144132,-1.771011514,-1.733829106,-0.386120105,-0.849663104,-0.571266292,-1.808446263,2.645125774,9.342405822,-0.985825343
claude-version,CE,deepseek__deepseek-v4-flash,038,C,11.0,6.0,3.988095,34.0,0.047477,0.416667,0.471264,6.0,8.0,0.619048,87.0,3.0,29.0,3.393379654,0.343622301,0.799060112,1.02413476,-1.748821372,-1.371802988,-0.185571486,1.120037315,5.446814215,-1.823508601,4.101283887,6.149075968,-0.010949382
claude-version,CE,deepseek__deepseek-v4-flash,039,C,11.0,6.0,3.741935,30.0,0.040236,0.649123,0.463918,6.0,6.0,0.547945,97.0,4.0,24.25,3.393379654,0.343622301,0.429407909,0.682460389,-1.892541242,0.272141132,-0.248254129,1.120037315,3.942294088,-1.866991241,4.829362943,9.342405822,-0.38896251
claude-version,CE,deepseek__deepseek-v4-flash,040,A,7.0,8.0,4.724638,25.0,0.068473,0.786667,0.394366,4.0,3.0,0.65,71.0,2.0,35.5,1.552253478,1.448162002,1.905107979,0.255367425,-1.332091307,1.244861345,-0.841734006,0.463470509,1.685513898,-1.80458008,2.936357396,2.955746113,0.50633174
claude-version,CE,deepseek__deepseek-v4-flash,041,B,15.0,7.0,3.391892,27.0,0.045836,0.319565,0.474359,6.0,7.0,0.722772,78.0,4.0,19.5,5.234505829,0.895892151,-0.09624275,0.426204611,-1.781392054,-2.058514718,-0.159162178,1.120037315,4.694554152,-1.760076773,3.446012736,9.342405822,-0.766975638
claude-version,CE,deepseek__deepseek-v4-flash,042,C,13.0,5.0,4.145833,33.0,0.043186,0.555102,0.48,6.0,7.0,0.581699,100.0,4.0,25.0,4.313942741,-0.208647549,1.03593125,0.938716167,-1.833989438,-0.392781564,-0.11102812,1.120037315,4.694554152,-1.846349172,5.04778666,9.342405822,-0.329276227
claude-version,CE,deepseek__deepseek-v4-flash,043,B,7.0,10.0,2.866667,34.0,0.047778,0.695,0.650794,3.0,2.0,0.707317,63.0,3.0,21.0,1.552253478,2.552701702,-0.884959758,1.02413476,-1.742847103,0.596586293,1.34633906,0.135187105,0.933253835,-1.769528191,2.353894151,6.149075968,-0.647603071
claude-version,CE,deepseek__deepseek-v4-flash,044,B,14.0,8.0,3.28,34.0,0.0328,0.458824,0.524272,6.0,1.0,0.611842,103.0,3.0,34.333333,4.774224285,1.448162002,-0.264268117,1.02413476,-2.040131486,-1.073665911,0.266740184,1.120037315,0.180993771,-1.82791539,5.266210377,6.149075968,0.413486384
claude-version,CE,deepseek__deepseek-v4-flash,045,A,9.0,5.0,4.037736,41.0,0.076184,0.601667,0.418182,6.0,0.0,0.671233,55.0,2.0,27.5,2.472816566,-0.208647549,0.873604738,1.62206491,-1.179042844,-0.063470821,-0.638514591,1.120037315,-0.571266292,-1.791595158,1.771430906,2.955746113,-0.130321949
claude-version,CE,deepseek__deepseek-v4-flash,046,A,8.0,7.0,3.507463,21.0,0.05235,0.542647,0.428571,3.0,4.0,0.681319,70.0,3.0,23.333333,2.012535022,0.895892151,0.077307277,-0.086306946,-1.65210173,-0.480864143,-0.549866351,0.135187105,2.437773962,-1.785427121,2.863549491,6.149075968,-0.461912438
claude-version,CE,deepseek__deepseek-v4-flash,047,C,9.0,6.0,4.191919,38.0,0.042343,0.611702,0.544554,9.0,8.0,0.743802,101.0,2.0,50.5,2.472816566,0.343622301,1.105137422,1.365809131,-1.85072136,0.007497359,0.43980435,2.104887524,5.446814215,-1.747215994,5.120594566,2.955746113,1.700057406
claude-version,CE,deepseek__deepseek-v4-flash,048,C,17.0,9.0,3.341085,25.0,0.0259,0.638571,0.496241,6.0,8.0,0.732919,133.0,4.0,33.25,6.155068917,2.000431852,-0.172538328,0.255367425,-2.177083165,0.197516694,0.027554619,1.120037315,5.446814215,-1.753871432,7.450447547,9.342405822,0.32727289
claude-version,CE,deepseek__deepseek-v4-flash,049,B,10.0,6.0,3.0,22.0,0.043478,0.518966,0.333333,7.0,9.0,0.717647,72.0,3.0,24.0,2.93309811,0.343622301,-0.684736987,-0.000888353,-1.828193801,-0.648337732,-1.362522155,1.448320718,6.199074279,-1.763210937,3.009165302,6.149075968,-0.408857938
claude-version,CE,deepseek__deepseek-v4-flash,050,B,10.0,8.0,3.123596,41.0,0.035097,0.52766,0.336957,0.0,6.0,0.618321,92.0,3.0,30.666667,2.93309811,1.448162002,-0.499136021,1.62206491,-1.994540471,-0.586853192,-1.331598946,-0.849663104,3.942294088,-1.823953194,4.465323415,6.149075968,0.121686829
claude-version,CE,deepseek__deepseek-v4-flash,051,A,9.0,5.0,3.183333,22.0,0.053056,0.714063,0.483871,10.0,0.0,0.561224,62.0,2.0,31.0,2.472816566,-0.208647549,-0.40943049,-0.000888353,-1.638088993,0.731401082,-0.077997286,2.433170927,-0.571266292,-1.858870543,2.281086246,2.955746113,0.14821404
claude-version,CE,deepseek__deepseek-v4-flash,052,B,12.0,7.0,3.073171,26.0,0.024985,0.614286,0.589147,12.0,7.0,0.708075,129.0,6.0,21.5,3.853661197,0.895892151,-0.57485796,0.340786018,-2.195244149,0.025771577,0.820311714,3.089737734,4.694554152,-1.76906464,7.159215924,15.729065531,-0.607812216
claude-version,CE,deepseek__deepseek-v4-flash,053,A,9.0,6.0,3.78481,29.0,0.047909,0.558974,0.536585,5.0,6.0,0.681818,82.0,3.0,27.333333,2.472816566,0.343622301,0.493792204,0.597041796,-1.740247006,-0.365398525,0.371805714,0.791753912,3.942294088,-1.785121961,3.737244359,6.149075968,-0.143585594
claude-version,CE,deepseek__deepseek-v4-flash,054,A,12.0,8.0,3.178571,26.0,0.03784,0.591111,0.568182,6.0,1.0,0.637795,88.0,4.0,22.0,3.853661197,1.448162002,-0.416581464,0.340786018,-1.940097217,-0.138123548,0.641419581,1.120037315,0.180993771,-1.812043979,4.174091793,9.342405822,-0.56802136
claude-version,CE,deepseek__deepseek-v4-flash,055,C,8.0,9.0,3.5,29.0,0.058333,0.48125,0.467742,8.0,2.0,0.636364,62.0,2.0,31.0,2.012535022,2.000431852,0.06610028,0.597041796,-1.533350731,-0.915067765,-0.215624341,1.776604121,0.933253835,-1.812919099,2.281086246,2.955746113,0.14821404
claude-version,CE,deepseek__deepseek-v4-flash,056,B,11.0,7.0,3.175,32.0,0.039688,0.544444,0.421687,8.0,0.0,0.719626,83.0,3.0,27.666667,3.393379654,0.895892151,-0.421943944,0.853297575,-1.903417984,-0.468155641,-0.608606796,1.776604121,-0.571266292,-1.762000691,3.810052264,6.149075968,-0.117058304
claude-version,CE,deepseek__deepseek-v4-flash,057,B,12.0,5.0,4.074074,35.0,0.037723,0.589831,0.491071,5.0,7.0,0.776,112.0,4.0,28.0,3.853661197,-0.208647549,0.928172587,1.109553353,-1.942419441,-0.147175792,-0.016560445,0.791753912,4.694554152,-1.727525489,5.921481528,9.342405822,-0.090531093
claude-version,CE,deepseek__deepseek-v4-flash,058,A,9.0,6.0,3.037037,15.0,0.056241,0.526786,0.392857,12.0,2.0,0.536585,56.0,2.0,28.0,2.472816566,0.343622301,-0.629119467,-0.598818503,-1.574872892,-0.593034178,-0.854610144,3.089737734,0.933253835,-1.873938385,1.844238812,2.955746113,-0.090531093
claude-version,CE,deepseek__deepseek-v4-flash,059,A,7.0,6.0,2.75,13.0,0.049107,0.771667,0.655738,0.0,3.0,0.629213,61.0,5.0,12.2,1.552253478,0.343622301,-1.060155621,-0.769655689,-1.716469019,1.138780359,1.388525691,-0.849663104,1.685513898,-1.817292253,2.20827834,12.535735676,-1.347922129
claude-version,CE,deepseek__deepseek-v4-flash,060,B,8.0,7.0,3.35,39.0,0.027917,0.656863,0.532258,9.0,4.0,0.673077,124.0,4.0,31.0,2.012535022,0.895892151,-0.1591509,1.451227724,-2.137049609,0.326878921,0.33488388,2.104887524,2.437773962,-1.79046747,6.795176396,9.342405822,0.14821404
claude-version,CE,deepseek__deepseek-v4-flash,061,B,14.0,6.0,3.114583,28.0,0.032444,0.597222,0.405941,12.0,1.0,0.681818,101.0,5.0,20.2,4.774224285,0.343622301,-0.512670614,0.511623203,-2.047197399,-0.094906154,-0.742965753,3.089737734,0.180993771,-1.785121961,5.120594566,12.535735676,-0.71126844
claude-version,CE,deepseek__deepseek-v4-flash,062,A,8.0,6.0,3.884058,36.0,0.056291,0.605556,0.583333,5.0,0.0,0.635417,72.0,3.0,24.0,2.012535022,0.343622301,0.642830399,1.194971946,-1.573880489,-0.035967558,0.770701465,0.791753912,-0.571266292,-1.813498231,3.009165302,6.149075968,-0.408857938
claude-version,CE,deepseek__deepseek-v4-flash,063,B,8.0,4.0,3.067797,16.0,0.051997,0.417857,0.467742,6.0,0.0,0.743243,62.0,3.0,20.666667,2.012535022,-0.7609174,-0.582927959,-0.51339991,-1.659108098,-1.36338723,-0.215624341,1.120037315,-0.571266292,-1.747557848,2.281086246,6.149075968,-0.674130282
claude-version,CE,deepseek__deepseek-v4-flash,064,C,9.0,6.0,3.829787,43.0,0.040742,0.438462,0.53125,6.0,11.0,0.617021,96.0,2.0,48.0,2.472816566,0.343622301,0.56133302,1.792902095,-1.882498119,-1.217667314,0.326282722,1.120037315,7.703594406,-1.824748201,4.756555038,2.955746113,1.501103129
claude-version,CE,deepseek__deepseek-v4-flash,065,C,11.0,6.0,3.953704,30.0,0.036608,0.534314,0.508929,0.0,3.0,0.60241,112.0,4.0,28.0,3.393379654,0.343622301,0.747416023,0.682460389,-1.964550038,-0.539795667,0.135819984,-0.849663104,1.685513898,-1.833683476,5.921481528,9.342405822,-0.090531093
claude-version,CE,deepseek__deepseek-v4-flash,066,C,6.0,6.0,3.557377,19.0,0.058318,0.411538,0.390625,7.0,0.0,0.522523,64.0,3.0,21.333333,1.091971935,0.343622301,0.15226186,-0.257144132,-1.533648452,-1.408075613,-0.873655565,1.448320718,-0.571266292,-1.882537922,2.426702057,6.149075968,-0.621075861
claude-version,CE,deepseek__deepseek-v4-flash,067,A,12.0,6.0,3.712766,24.0,0.039498,0.623,0.44898,13.0,10.0,0.724771,98.0,4.0,24.5,3.853661197,0.343622301,0.385605564,0.169948832,-1.907189118,0.087397558,-0.375718507,3.418021137,6.951334342,-1.758854295,4.902170849,9.342405822,-0.369067082
claude-version,CE,deepseek__deepseek-v4-flash,068,C,8.0,7.0,3.276923,25.0,0.050414,0.467105,0.514706,5.0,7.0,0.655914,68.0,3.0,22.666667,2.012535022,0.895892151,-0.26888877,0.255367425,-1.690527592,-1.015102135,0.185114516,0.791753912,4.694554152,-1.800963406,2.71793368,6.149075968,-0.51496686
claude-version,CE,deepseek__deepseek-v4-flash,069,C,8.0,8.0,3.162791,34.0,0.036777,0.657292,0.617978,3.0,6.0,0.537931,89.0,3.0,29.666667,2.012535022,1.448162002,-0.440277888,1.02413476,-1.961195714,0.329912837,1.066323595,0.135187105,3.942294088,-1.873115246,4.246899698,6.149075968,0.042105118
claude-version,CE,deepseek__deepseek-v4-flash,070,B,16.0,8.0,3.458716,51.0,0.031731,0.564151,0.428571,19.0,3.0,0.636943,112.0,3.0,37.333333,5.694787373,1.448162002,0.004105149,2.476250838,-2.061349072,-0.328786441,-0.549866351,5.387721556,1.685513898,-1.812565015,5.921481528,6.149075968,0.652231517
