version,direction,id,candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_or_beishi_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_or_beishi_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
kimi-version,EC,030,B,15.0,4.0,3.611111,25.0,0.033436,0.512632,0.309735,1.0,1.0,1.722892,113.0,5.0,22.6,4.827295265,-0.351801202,-0.208306446,0.530585736,-2.670626089,0.056635309,-0.336846332,-0.269445767,0.552788273,-1.951931226,8.201581985,39.314638064,-0.456270034
kimi-version,EC,030,C,12.0,4.0,3.178571,22.0,0.03784,0.582667,0.295455,2.0,2.0,1.385542,88.0,4.0,22.0,3.46449947,-0.351801202,-0.614312607,0.224183963,-2.576035023,0.635121868,-0.473684682,0.110912458,1.738520305,-2.042438793,5.802807702,29.461345316,-0.514002998
kimi-version,EC,031,A,13.0,4.0,3.52381,29.0,0.04195,0.461806,0.344828,0.0,1.0,1.742857,87.0,3.0,29.0,3.918764735,-0.351801202,-0.290252032,0.939121432,-2.487758619,-0.363185608,-0.000567045,-0.649803992,0.552788273,-1.94657482,5.706856731,19.608052568,0.159548255
kimi-version,EC,031,B,14.0,5.0,3.942529,30.0,0.045316,0.487671,0.355556,1.0,2.0,1.757143,90.0,3.0,30.0,4.37303,0.516414992,0.102780967,1.041255356,-2.415462177,-0.149541646,0.102234202,-0.269445767,1.738520305,-1.942742032,5.994709645,19.608052568,0.255769863
kimi-version,EC,031,C,15.0,5.0,4.150538,33.0,0.044629,0.472727,0.34375,2.0,1.0,1.9,96.0,3.0,32.0,4.827295265,0.516414992,0.298029813,1.347657129,-2.430217868,-0.272978544,-0.010896999,0.110912458,0.552788273,-1.904414955,6.570415472,19.608052568,0.448213078
kimi-version,EC,032,A,10.0,6.0,4.702703,43.0,0.06355,0.47377,0.394737,0.0,4.0,1.770492,76.0,2.0,38.0,2.55596894,1.384631187,0.816322668,2.36899637,-2.023824233,-0.264363402,0.477686821,-0.649803992,4.109984367,-1.939160631,4.651396046,9.75475982,1.025542724
kimi-version,EC,032,B,13.0,6.0,4.8875,50.0,0.061094,0.464925,0.341463,0.0,6.0,1.967213,82.0,2.0,41.0,3.918764735,1.384631187,0.989783436,3.083933838,-2.076575291,-0.337422781,-0.032812217,-0.649803992,6.48144843,-1.886382392,5.227101874,9.75475982,1.314207547
kimi-version,EC,032,C,11.0,5.0,5.027397,47.0,0.068868,0.474194,0.36,0.0,5.0,1.770492,75.0,2.0,37.5,3.010234205,0.516414992,1.12109856,2.777532066,-1.90960187,-0.260861177,0.14481891,-0.649803992,5.295716399,-1.939160631,4.555445075,9.75475982,0.97743192
kimi-version,EC,033,A,14.0,5.0,4.157895,41.0,0.054709,0.465574,0.303797,9.0,3.0,1.565217,79.0,3.0,26.333333,4.37303,0.516414992,0.304935503,2.164728521,-2.213715155,-0.332062064,-0.393747321,2.773420035,2.924252336,-1.994233822,4.93924896,19.608052568,-0.097042731
kimi-version,EC,033,B,17.0,5.0,4.101449,33.0,0.059441,0.45,0.180556,10.0,2.0,1.434783,72.0,3.0,24.0,5.735825795,0.516414992,0.25195214,1.347657129,-2.112079159,-0.460702739,-1.574706361,3.15377826,1.738520305,-2.029227934,4.267592161,19.608052568,-0.321559783
kimi-version,EC,033,C,17.0,6.0,3.911392,40.0,0.049511,0.4,0.280488,10.0,4.0,1.623188,82.0,3.0,27.333333,5.735825795,1.384631187,0.073554043,2.062594597,-2.325360105,-0.873700926,-0.617106222,3.15377826,4.109984367,-1.978680793,5.227101874,19.608052568,-0.000821123
kimi-version,EC,034,A,14.0,5.0,3.402985,20.0,0.050791,0.360526,0.394366,0.0,1.0,1.818182,71.0,4.0,17.75,4.37303,0.516414992,-0.403665114,0.019916115,-2.297867697,-1.199754734,0.474131707,-0.649803992,0.552788273,-1.92636589,4.17164119,29.461345316,-0.922944831
kimi-version,EC,034,B,10.0,6.0,3.0,16.0,0.050847,0.400909,0.349206,1.0,3.0,1.745455,63.0,4.0,15.75,2.55596894,1.384631187,-0.781929304,-0.388619581,-2.296664905,-0.866192619,0.041385216,-0.269445767,2.924252336,-1.945877803,3.404033419,29.461345316,-1.115388046
kimi-version,EC,034,C,14.0,5.0,3.707692,28.0,0.057041,0.325,0.397059,2.0,3.0,1.690909,68.0,3.0,22.666667,4.37303,0.516414992,-0.117650134,0.836987508,-2.163627424,-1.493198205,0.499937426,0.110912458,2.924252336,-1.960511939,3.883788276,19.608052568,-0.449855228
kimi-version,EC,035,A,15.0,5.0,3.842697,19.0,0.043176,0.475,0.333333,6.0,3.0,1.411765,93.0,4.0,23.25,4.827295265,0.516414992,0.009073086,-0.082217809,-2.461426047,-0.254203646,-0.110718084,1.632345359,2.924252336,-2.035403429,6.282562558,29.461345316,-0.393725989
kimi-version,EC,035,B,14.0,5.0,3.728261,19.0,0.040525,0.470779,0.385417,6.0,3.0,1.505882,96.0,4.0,24.0,4.37303,0.516414992,-0.098342924,-0.082217809,-2.518365401,-0.289068953,0.388377757,1.632345359,2.924252336,-2.010152797,6.570415472,29.461345316,-0.321559783
kimi-version,EC,035,C,10.0,4.0,3.411765,20.0,0.040138,0.528571,0.370787,2.0,1.0,1.364706,89.0,4.0,22.25,2.55596894,-0.351801202,-0.395423716,0.019916115,-2.526677559,0.18829087,0.248185526,0.110912458,0.552788273,-2.048028879,5.898758673,29.461345316,-0.489947597
kimi-version,EC,036,A,10.0,6.0,4.360656,34.0,0.071486,0.418627,0.349206,6.0,3.0,1.369231,63.0,2.0,31.5,2.55596894,1.384631187,0.495258283,1.449791053,-1.853371304,-0.719842581,0.041385216,1.632345359,2.924252336,-2.046814868,3.404033419,9.75475982,0.400102274
kimi-version,EC,036,B,9.0,6.0,4.237288,21.0,0.071818,0.497,0.327869,1.0,3.0,1.353846,61.0,2.0,30.5,2.101703675,1.384631187,0.379458199,0.122050039,-1.84624046,-0.072484444,-0.16307696,-0.269445767,2.924252336,-2.050942506,3.212131476,9.75475982,0.303880666
kimi-version,EC,036,C,9.0,5.0,4.824561,34.0,0.084641,0.504444,0.338983,6.0,3.0,1.292308,59.0,2.0,29.5,2.101703675,0.516414992,0.930705381,1.449791053,-1.570822376,-0.010997274,-0.05657686,1.632345359,2.924252336,-2.067452525,3.020229534,9.75475982,0.207659059
kimi-version,EC,037,A,24.0,7.0,4.296296,39.0,0.039781,0.504891,0.330357,8.0,5.0,1.75,112.0,4.0,28.0,8.915682649,2.252847381,0.434846398,1.960460673,-2.534345363,-0.007305071,-0.139235656,2.39306181,5.295716399,-1.944658426,8.105631013,29.461345316,0.063326647
kimi-version,EC,037,B,20.0,7.0,5.132743,40.0,0.045423,0.463776,0.410256,12.0,5.0,1.73913,117.0,4.0,29.25,7.09862159,2.252847381,1.21998219,2.062594597,-2.413163984,-0.346913479,0.62639791,3.91449471,5.295716399,-1.947574736,8.58538587,29.461345316,0.183603657
kimi-version,EC,037,C,23.0,7.0,4.485981,39.0,0.041925,0.479348,0.342342,8.0,3.0,1.717391,111.0,4.0,27.75,8.461417384,2.252847381,0.612895315,1.960460673,-2.48829558,-0.218289324,-0.024389184,2.39306181,2.924252336,-1.953407088,8.009680042,29.461345316,0.039271245
kimi-version,EC,038,A,14.0,6.0,3.586207,23.0,0.041221,0.562162,0.384615,0.0,4.0,1.6,91.0,4.0,22.75,4.37303,1.384631187,-0.231682729,0.326317888,-2.503416404,0.465751312,0.380692578,-0.649803992,4.109984367,-1.984901897,6.090660616,29.461345316,-0.441836793
kimi-version,EC,038,B,12.0,6.0,3.732558,20.0,0.043402,0.606,0.388889,0.0,7.0,1.5625,90.0,4.0,22.5,3.46449947,1.384631187,-0.09430952,0.019916115,-2.456571918,0.827851602,0.421648258,-0.649803992,7.667180462,-1.994962765,5.994709645,29.461345316,-0.465892195
kimi-version,EC,038,C,11.0,6.0,3.966667,22.0,0.044074,0.561688,0.393617,0.0,6.0,1.5625,94.0,4.0,23.5,3.010234205,1.384631187,0.12543824,0.224183963,-2.442138404,0.461836089,0.466954401,-0.649803992,6.48144843,-1.994962765,6.37851353,29.461345316,-0.369670587
kimi-version,EC,039,A,19.0,6.0,3.816327,36.0,0.038942,0.431461,0.392157,2.0,2.0,2.115942,102.0,4.0,25.5,6.644356325,1.384631187,-0.015679266,1.654058901,-2.552365778,-0.613834207,0.452963925,0.110912458,1.738520305,-1.846479917,7.1461213,29.461345316,-0.177227372
kimi-version,EC,039,B,16.0,4.0,3.949367,23.0,0.049992,0.470455,0.337349,2.0,0.0,1.73913,83.0,4.0,20.75,5.28156053,-0.351801202,0.109199495,0.326317888,-2.315028974,-0.291745181,-0.072234694,0.110912458,-0.632943758,-1.947574736,5.323052845,29.461345316,-0.634280008
kimi-version,EC,039,C,16.0,6.0,4.170213,32.0,0.044364,0.470122,0.377551,3.0,1.0,1.985507,98.0,4.0,24.5,5.28156053,1.384631187,0.316497865,1.245523204,-2.435909655,-0.294495749,0.313001675,0.491270684,0.552788273,-1.881474298,6.762317415,29.461345316,-0.273448979
kimi-version,EC,040,A,17.0,7.0,6.578947,57.0,0.05771,0.544271,0.456897,13.0,4.0,1.835165,116.0,2.0,58.0,5.735825795,2.252847381,2.577469899,3.798871307,-2.149258345,0.317972301,1.073336108,4.294852935,4.109984367,-1.921809525,8.489434899,9.75475982,2.949974877
kimi-version,EC,040,B,16.0,7.0,5.871287,54.0,0.058132,0.535882,0.427184,13.0,5.0,1.637363,103.0,2.0,51.5,5.28156053,2.252847381,1.913220767,3.492469535,-2.140194442,0.248679465,0.788610766,4.294852935,5.295716399,-1.974877785,7.242072272,9.75475982,2.324534427
kimi-version,EC,040,C,17.0,6.0,5.5,49.0,0.057292,0.558434,0.326531,10.0,4.0,1.56044,98.0,2.0,49.0,5.735825795,1.384631187,1.564710087,2.981799914,-2.158236335,0.434958167,-0.175898368,3.15377826,4.109984367,-1.995515442,6.762317415,9.75475982,2.083980408
kimi-version,EC,041,A,18.0,5.0,3.586957,27.0,0.038989,0.395122,0.34375,3.0,1.0,1.721519,96.0,4.0,24.0,6.19009106,0.516414992,-0.230978737,0.734853584,-2.551356291,-0.913993029,-0.010896999,0.491270684,0.552788273,-1.952299588,6.570415472,29.461345316,-0.321559783
kimi-version,EC,041,B,14.0,5.0,3.516484,22.0,0.038643,0.394048,0.371134,4.0,1.0,1.696203,97.0,6.0,16.166667,4.37303,0.516414992,-0.297128624,0.224183963,-2.558787832,-0.92286423,0.25151066,0.871628909,0.552788273,-1.959091613,6.666366444,49.167930811,-1.075295678
kimi-version,EC,041,C,19.0,5.0,3.262136,20.0,0.031671,0.381667,0.366972,5.0,0.0,1.886076,109.0,6.0,18.166667,6.644356325,0.516414992,-0.535873839,0.019916115,-2.708535542,-1.025130841,0.211628222,1.251987134,-0.632943758,-1.908150622,7.8177781,49.167930811,-0.882852462
kimi-version,EC,042,A,16.0,4.0,3.564706,19.0,0.041938,0.421622,0.388889,1.0,1.0,1.653846,90.0,5.0,18.0,5.28156053,-0.351801202,-0.251864766,-0.082217809,-2.48801636,-0.69510399,0.421648258,-0.269445767,0.552788273,-1.970455564,5.994709645,39.314638064,-0.898889429
kimi-version,EC,042,B,15.0,5.0,3.440476,21.0,0.040958,0.387333,0.359551,1.0,4.0,1.602564,89.0,5.0,17.8,4.827295265,0.516414992,-0.368473971,0.122050039,-2.509065235,-0.978329886,0.14051636,-0.269445767,4.109984367,-1.984214002,5.898758673,39.314638064,-0.918133751
kimi-version,EC,042,C,16.0,4.0,3.209877,15.0,0.039628,0.421014,0.383721,3.0,1.0,1.512821,86.0,5.0,17.2,5.28156053,-0.351801202,-0.58492705,-0.490753505,-2.537631565,-0.700126048,0.372125808,0.491270684,0.552788273,-2.008291134,5.610905759,39.314638064,-0.975866715
kimi-version,EC,043,A,8.0,5.0,3.943662,21.0,0.055545,0.621296,0.324324,0.0,0.0,0.967391,74.0,3.0,24.666667,1.64743841,0.516414992,0.103844464,0.122050039,-2.195759176,0.954196007,-0.197046984,-0.649803992,-0.632943758,-2.154624444,4.459494104,19.608052568,-0.257412013
kimi-version,EC,043,B,7.0,5.0,4.131579,33.0,0.054363,0.60614,0.367089,1.0,4.0,1.086957,79.0,3.0,26.333333,1.193173145,0.516414992,0.280233838,1.347657129,-2.221146696,0.829007996,0.212749377,-0.269445767,4.109984367,-2.122546105,4.93924896,19.608052568,-0.097042731
kimi-version,EC,043,C,7.0,5.0,4.042254,21.0,0.056933,0.614151,0.351351,0.0,0.0,1.0,74.0,3.0,24.666667,1.193173145,0.516414992,0.196388413,0.122050039,-2.165947096,0.895178566,0.061939716,-0.649803992,-0.632943758,-2.145875782,4.459494104,19.608052568,-0.257412013
kimi-version,EC,044,A,15.0,6.0,3.266667,26.0,0.043556,0.558197,0.371795,7.0,0.0,1.766667,78.0,3.0,26.0,4.827295265,1.384631187,-0.531620789,0.63271966,-2.453264238,0.433000556,0.257844704,2.012703584,-0.632943758,-1.94018684,4.843297989,19.608052568,-0.129116568
kimi-version,EC,044,B,17.0,6.0,3.409091,24.0,0.03874,0.532432,0.32967,8.0,0.0,2.05,91.0,3.0,30.333333,5.735825795,1.384631187,-0.397933682,0.428451812,-2.556704423,0.22018259,-0.145818846,2.39306181,-0.632943758,-1.864171484,6.090660616,19.608052568,0.2878437
kimi-version,EC,044,C,12.0,5.0,3.368421,23.0,0.044321,0.562903,0.379747,8.0,0.0,1.75,79.0,3.0,26.333333,3.46449947,0.516414992,-0.436108811,0.326317888,-2.436833229,0.471871945,0.334044883,2.39306181,-0.632943758,-1.944658426,4.93924896,19.608052568,-0.097042731
kimi-version,EC,045,A,17.0,6.0,6.019608,82.0,0.059016,0.546835,0.336538,1.0,2.0,1.405941,104.0,2.0,52.0,5.735825795,1.384631187,2.052443127,6.35221941,-2.121207497,0.339150848,-0.080006116,-0.269445767,1.738520305,-2.036965949,7.338023243,9.75475982,2.372645231
kimi-version,EC,045,B,15.0,6.0,6.95,79.0,0.0695,0.496296,0.362745,1.0,3.0,1.445545,102.0,2.0,51.0,4.827295265,1.384631187,2.925760933,6.045817637,-1.896027493,-0.078299459,0.171122921,-0.269445767,2.924252336,-2.026340599,7.1461213,9.75475982,2.276423623
kimi-version,EC,045,C,17.0,5.0,5.918182,46.0,0.053802,0.440556,0.345133,1.0,3.0,1.534653,113.0,3.0,37.666667,5.735825795,0.516414992,1.957239028,2.675398142,-2.233196103,-0.538709837,0.002355622,-0.269445767,2.924252336,-2.002433831,8.201581985,19.608052568,0.993468887
kimi-version,EC,046,A,11.0,6.0,4.925373,26.0,0.073513,0.433654,0.26087,3.0,2.0,1.279412,69.0,2.0,34.5,3.010234205,1.384631187,1.025333146,0.63271966,-1.809834498,-0.595720106,-0.80509605,0.491270684,1.738520305,-2.07091239,3.979739247,9.75475982,0.688767097
kimi-version,EC,046,B,12.0,6.0,4.492958,32.0,0.063281,0.417593,0.205479,3.0,2.0,1.352941,73.0,2.0,36.5,3.46449947,1.384631187,0.619444317,1.245523204,-2.029601935,-0.728383384,-1.335881277,0.491270684,1.738520305,-2.051185309,4.363543132,9.75475982,0.881210312
kimi-version,EC,046,C,12.0,6.0,3.847222,24.0,0.053434,0.366667,0.226667,3.0,1.0,1.397059,75.0,3.0,25.0,3.46449947,1.384631187,0.013320503,0.428451812,-2.241100171,-1.149030296,-1.132846896,0.491270684,0.552788273,-2.039348899,4.555445075,19.608052568,-0.225338176
kimi-version,EC,047,A,11.0,5.0,3.883117,29.0,0.05043,0.523881,0.3875,10.0,0.0,1.407407,80.0,3.0,26.666667,3.010234205,0.516414992,0.047013552,0.939121432,-2.305621416,0.14955164,0.408338141,3.15377826,-0.632943758,-2.036572636,5.035199931,19.608052568,-0.064968797
kimi-version,EC,047,B,11.0,5.0,4.2,28.0,0.064615,0.569828,0.338235,10.0,0.0,1.246914,68.0,3.0,22.666667,3.010234205,0.516414992,0.344457604,0.836987508,-2.000949691,0.529072194,-0.063744583,3.15377826,-0.632943758,-2.079631272,3.883788276,19.608052568,-0.449855228
kimi-version,EC,047,C,11.0,5.0,4.5,28.0,0.057692,0.534286,0.358025,8.0,0.0,1.432099,81.0,3.0,27.0,3.010234205,0.516414992,0.626054331,0.836987508,-2.149644957,0.235496563,0.125893438,2.39306181,-0.632943758,-2.029948024,5.131150903,19.608052568,-0.03289496
kimi-version,EC,048,A,11.0,6.0,2.793651,15.0,0.044344,0.498182,0.30303,1.0,1.0,1.409091,66.0,3.0,22.0,3.010234205,1.384631187,-0.975619981,-0.490753505,-2.436339224,-0.062721167,-0.401097112,-0.269445767,0.552788273,-2.036120836,3.691886333,19.608052568,-0.514002998
kimi-version,EC,048,B,12.0,6.0,3.288136,16.0,0.055731,0.5,0.370968,2.0,1.0,1.363636,62.0,3.0,20.666667,3.46449947,1.384631187,-0.511468789,-0.388619581,-2.191764185,-0.047704553,0.249919962,0.110912458,0.552788273,-2.048315949,3.308082448,19.608052568,-0.642298443
kimi-version,EC,048,C,10.0,7.0,4.617647,32.0,0.067907,0.486667,0.414286,3.0,0.0,1.545455,70.0,2.0,35.0,2.55596894,2.252847381,0.736484364,1.245523204,-1.930242654,-0.15783465,0.665015455,0.491270684,-0.632943758,-1.999535765,4.075690218,9.75475982,0.736877901
kimi-version,EC,049,A,11.0,5.0,4.797753,35.0,0.053907,0.419444,0.32967,0.0,4.0,1.653846,91.0,2.0,45.5,3.010234205,0.516414992,0.905541898,1.551924977,-2.230940867,-0.713094191,-0.145818846,-0.649803992,4.109984367,-1.970455564,6.090660616,9.75475982,1.747204781
kimi-version,EC,049,B,11.0,5.0,4.592593,31.0,0.056699,0.482576,0.301205,0.0,4.0,1.474359,83.0,2.0,41.5,3.010234205,0.516414992,0.712967283,1.14338928,-2.170973052,-0.191626161,-0.418585206,-0.649803992,4.109984367,-2.018610097,5.323052845,9.75475982,1.36231835
kimi-version,EC,049,C,11.0,5.0,4.012346,28.0,0.049535,0.477692,0.361446,0.0,2.0,1.576923,83.0,2.0,41.5,3.010234205,0.516414992,0.168315096,0.836987508,-2.324844623,-0.231967824,0.15867523,-0.649803992,1.738520305,-1.991093221,5.323052845,9.75475982,1.36231835
kimi-version,EC,050,A,8.0,7.0,5.685714,33.0,0.162449,0.563793,0.305556,6.0,1.0,0.779412,36.0,1.0,36.0,1.64743841,2.252847381,1.739031602,1.347657129,0.100372376,0.479223313,-0.376891673,1.632345359,0.552788273,-2.205057294,0.813357194,-0.098532927,0.833099508
kimi-version,EC,050,B,12.0,6.0,4.0125,30.0,0.050156,0.560169,0.341463,5.0,3.0,1.617647,82.0,2.0,41.0,3.46449947,1.384631187,0.168459649,1.041255356,-2.311506509,0.449289204,-0.032812217,1.251987134,2.924252336,-1.980167387,5.227101874,9.75475982,1.314207547
kimi-version,EC,050,C,7.0,6.0,5.944444,34.0,0.165123,0.581034,0.351351,2.0,1.0,0.808824,37.0,1.0,37.0,1.193173145,1.384631187,1.981890006,1.449791053,0.157805735,0.621633347,0.061939716,0.110912458,0.552788273,-2.197166354,0.909308165,-0.098532927,0.929321116
kimi-version,EC,051,A,12.0,6.0,4.132353,28.0,0.06077,0.452586,0.257143,0.0,0.0,1.373134,70.0,2.0,35.0,3.46449947,1.384631187,0.280960358,0.836987508,-2.083534307,-0.439342473,-0.840810093,-0.649803992,-0.632943758,-2.045767733,4.075690218,9.75475982,0.736877901
kimi-version,EC,051,B,12.0,6.0,4.095238,33.0,0.048753,0.421212,0.383721,0.0,3.0,1.656716,86.0,2.0,43.0,3.46449947,1.384631187,0.246122149,1.347657129,-2.341640766,-0.698490575,0.372125808,-0.649803992,2.924252336,-1.969685572,5.610905759,9.75475982,1.506650762
kimi-version,EC,051,C,10.0,6.0,4.987342,32.0,0.063131,0.424627,0.345679,3.0,0.0,1.552239,81.0,2.0,40.5,2.55596894,1.384631187,1.083500704,1.245523204,-2.032823701,-0.670282799,0.007587677,0.491270684,-0.632943758,-1.997715687,5.131150903,9.75475982,1.266096743
kimi-version,EC,052,A,10.0,5.0,3.721311,31.0,0.061005,0.519811,0.444444,10.0,1.0,1.41791,63.0,2.0,31.5,2.55596894,0.516414992,-0.104866582,1.14338928,-2.078486873,0.115933588,0.954005018,3.15377826,0.552788273,-2.033754788,3.404033419,9.75475982,0.400102274
kimi-version,EC,052,B,11.0,7.0,3.532258,34.0,0.056972,0.519811,0.40625,7.0,0.0,1.373134,64.0,2.0,32.0,3.010234205,2.252847381,-0.282322268,1.449791053,-2.165109437,0.115933588,0.588010345,2.012703584,-0.632943758,-2.045767733,3.49998439,9.75475982,0.448213078
kimi-version,EC,052,C,12.0,6.0,3.546875,34.0,0.05542,0.525455,0.409091,12.0,2.0,1.477612,66.0,2.0,33.0,3.46449947,1.384631187,-0.268601937,1.449791053,-2.198443981,0.162552823,0.615234277,3.91449471,1.738520305,-2.01773735,3.691886333,9.75475982,0.544434686
kimi-version,EC,053,A,13.0,5.0,3.359375,19.0,0.05249,0.452586,0.373134,5.0,4.0,1.627119,67.0,3.0,22.333333,3.918764735,0.516414992,-0.444599891,-0.082217809,-2.261375821,-0.439342473,0.270675695,1.251987134,4.109984367,-1.977626146,3.787837304,19.608052568,-0.481929161
kimi-version,EC,053,B,12.0,6.0,3.19403,18.0,0.047672,0.45678,0.342857,5.0,4.0,1.627119,70.0,3.0,23.333333,3.46449947,1.384631187,-0.599801927,-0.184351733,-2.364858964,-0.404700185,-0.019454187,1.251987134,4.109984367,-1.977626146,4.075690218,19.608052568,-0.385707554
kimi-version,EC,053,C,10.0,5.0,2.655172,16.0,0.045779,0.526923,0.419355,0.0,4.0,1.644068,62.0,4.0,15.5,2.55596894,0.516414992,-1.105604091,-0.388619581,-2.405517658,0.17467845,0.713589236,-0.649803992,4.109984367,-1.973078902,3.308082448,29.461345316,-1.139443448
kimi-version,EC,054,A,16.0,5.0,4.78,33.0,0.0478,0.408228,0.271845,3.0,5.0,1.411111,103.0,3.0,34.333333,5.28156053,0.516414992,0.888877942,1.347657129,-2.362109723,-0.805737944,-0.69992792,0.491270684,5.295716399,-2.035578891,7.242072272,19.608052568,0.67273013
kimi-version,EC,054,B,18.0,6.0,3.885417,32.0,0.040473,0.424324,0.24,2.0,4.0,1.422222,100.0,4.0,25.0,6.19009106,1.384631187,0.04917246,1.245523204,-2.51948228,-0.672785568,-1.00508319,0.110912458,4.109984367,-2.032597923,6.954219358,29.461345316,-0.225338176
kimi-version,EC,054,C,15.0,5.0,4.245098,35.0,0.041619,0.399375,0.295238,3.0,5.0,1.444444,105.0,3.0,35.0,4.827295265,0.516414992,0.386789101,1.551924977,-2.494867984,-0.878863403,-0.475764088,0.491270684,5.295716399,-2.026635986,7.433974214,19.608052568,0.736877901
kimi-version,EC,055,A,13.0,5.0,4.607595,27.0,0.058324,0.521538,0.378049,7.0,6.0,1.597015,82.0,3.0,27.333333,3.918764735,0.516414992,0.727048997,0.734853584,-2.136070581,0.130198545,0.317773768,2.012703584,6.48144843,-1.985702742,5.227101874,19.608052568,-0.000821123
kimi-version,EC,055,B,10.0,6.0,4.675325,27.0,0.060719,0.50625,0.4,7.0,5.0,1.522388,80.0,3.0,26.666667,2.55596894,1.384631187,0.790624151,0.734853584,-2.084629708,0.00392022,0.52811961,2.012703584,5.295716399,-2.005724406,5.035199931,19.608052568,-0.064968797
kimi-version,EC,055,C,12.0,6.0,4.531646,25.0,0.057363,0.524219,0.390244,4.0,4.0,1.507463,82.0,3.0,27.333333,3.46449947,1.384631187,0.655759031,0.530585736,-2.156711365,0.152343508,0.434632569,0.871628909,4.109984367,-2.009728631,5.227101874,19.608052568,-0.000821123
kimi-version,EC,056,A,7.0,4.0,3.5,21.0,0.05303,0.442727,0.376812,1.0,2.0,0.962025,69.0,3.0,23.0,1.193173145,-0.351801202,-0.312601426,0.122050039,-2.249777462,-0.520777456,0.305920194,-0.269445767,1.738520305,-2.156064087,3.979739247,19.608052568,-0.417781391
kimi-version,EC,056,B,7.0,5.0,3.471429,20.0,0.049592,0.497458,0.452055,7.0,2.0,1.025316,73.0,3.0,24.333333,1.193173145,0.516414992,-0.339419759,0.019916115,-2.323620351,-0.068701381,1.026937559,2.012703584,1.738520305,-2.139083757,4.363543132,19.608052568,-0.289485946
kimi-version,EC,056,C,8.0,4.0,3.785714,24.0,0.054082,0.411607,0.424658,1.0,1.0,0.974684,73.0,3.0,24.333333,1.64743841,-0.351801202,-0.044414335,0.428451812,-2.227182139,-0.777827527,0.764405327,-0.269445767,0.552788273,-2.152667806,4.363543132,19.608052568,-0.289485946
kimi-version,EC,057,A,12.0,6.0,4.416667,30.0,0.061343,0.520492,0.373333,6.0,2.0,1.761905,75.0,3.0,25.0,3.46449947,1.384631187,0.54783333,1.041255356,-2.071227159,0.121558623,0.272582616,1.632345359,1.738520305,-1.941464436,4.555445075,19.608052568,-0.225338176
kimi-version,EC,057,B,11.0,5.0,5.138889,26.0,0.071373,0.550794,0.426667,6.0,2.0,1.84127,75.0,3.0,25.0,3.010234205,0.516414992,1.225751168,0.63271966,-1.855798368,0.371852044,0.783656604,1.632345359,1.738520305,-1.920171615,4.555445075,19.608052568,-0.225338176
kimi-version,EC,057,C,13.0,6.0,4.052632,29.0,0.053324,0.469048,0.392405,5.0,2.0,1.857143,79.0,3.0,26.333333,3.918764735,1.384631187,0.206129782,0.939121432,-2.243462799,-0.30336695,0.45534039,1.251987134,1.738520305,-1.915913051,4.93924896,19.608052568,-0.097042731
kimi-version,EC,058,A,11.0,7.0,4.493827,43.0,0.055479,0.49403,0.409639,9.0,6.0,1.742424,83.0,2.0,41.5,3.010234205,2.252847381,0.620260009,2.36899637,-2.197176753,-0.097016537,0.620485496,2.773420035,6.48144843,-1.94669099,5.323052845,9.75475982,1.36231835
kimi-version,EC,058,B,11.0,7.0,4.893333,48.0,0.065244,0.500769,0.415584,8.0,4.0,1.651515,77.0,2.0,38.5,3.010234205,2.252847381,0.995258615,2.87966599,-1.98743975,-0.041352641,0.677453563,2.39306181,4.109984367,-1.971080948,4.747347017,9.75475982,1.073653528
kimi-version,EC,058,C,13.0,7.0,5.0,46.0,0.067568,0.490476,0.368421,9.0,5.0,1.621212,76.0,2.0,38.0,3.918764735,2.252847381,1.095382209,2.675398142,-1.937523846,-0.126372448,0.22551329,2.773420035,5.295716399,-1.979210934,4.651396046,9.75475982,1.025542724
kimi-version,EC,059,A,9.0,6.0,4.54023,50.0,0.052187,0.435811,0.426966,0.0,2.0,1.675676,89.0,2.0,44.5,2.101703675,1.384631187,0.663816452,3.083933838,-2.26788379,-0.577903365,0.786521777,-0.649803992,1.738520305,-1.964598798,5.898758673,9.75475982,1.650983173
kimi-version,EC,059,B,9.0,5.0,4.613333,45.0,0.061511,0.408462,0.480519,1.0,3.0,1.472973,77.0,2.0,38.5,2.101703675,0.516414992,0.732435003,2.573264218,-2.06761878,-0.803805113,1.299694337,-0.269445767,2.924252336,-2.018981947,4.747347017,9.75475982,1.073653528
kimi-version,EC,059,C,12.0,7.0,4.341176,52.0,0.051073,0.436986,0.402299,1.0,3.0,1.689189,87.0,2.0,43.5,3.46449947,2.252847381,0.476973269,3.288201686,-2.291810776,-0.568197907,0.550149818,-0.269445767,2.924252336,-1.960973398,5.706856731,9.75475982,1.554761566
kimi-version,EC,060,A,8.0,5.0,5.066667,36.0,0.112593,0.563158,0.434783,7.0,0.0,1.4,46.0,1.0,46.0,1.64743841,0.516414992,1.157959572,1.654058901,-0.970456916,0.473978236,0.861428316,2.012703584,-0.632943758,-2.038559859,1.772866907,-0.098532927,1.795315585
