version,direction,model,id,top_candidate,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_or_beishi_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length,clause_count_native_z,dependency_depth_native_z,mean_dependency_distance_native_z,max_dependency_distance_native_z,normalized_dependency_distance_native_z,nominalization_ratio_native_z,modifier_density_native_z,coordination_count_native_z,passive_or_beishi_count_native_z,sentence_compression_ratio_native_z,token_count_native_z,sentence_count_native_z,avg_sentence_length_native_z
claude-version,EC,deepseek__deepseek-v4-flash,011,A,14.0,5.0,3.814815,20.0,0.047096,0.410448,0.27381,11.0,2.0,1.753846,84.0,3.0,28.0,4.37303,0.516414992,-0.017098514,0.019916115,-2.377230547,-0.787400825,-0.681098273,3.534136485,1.738520305,-1.943626583,5.419003817,19.608052568,0.063326647
claude-version,EC,deepseek__deepseek-v4-flash,012,B,12.0,6.0,4.714286,33.0,0.067347,0.535714,0.305556,5.0,0.0,1.412698,72.0,2.0,36.0,3.46449947,1.384631187,0.827195118,1.347657129,-1.942270583,0.247291791,-0.376891673,1.251987134,-0.632943758,-2.035153115,4.267592161,9.75475982,0.833099508
claude-version,EC,deepseek__deepseek-v4-flash,013,B,11.0,7.0,3.944444,28.0,0.054784,0.523387,0.418919,7.0,0.0,1.584615,74.0,2.0,37.0,3.010234205,2.252847381,0.104578493,0.836987508,-2.212104271,0.145471218,0.709411259,2.012703584,-0.632943758,-1.989029536,4.459494104,9.75475982,0.929321116
claude-version,EC,deepseek__deepseek-v4-flash,014,C,10.0,5.0,3.584615,28.0,0.055148,0.651961,0.426471,1.0,0.0,1.59322,68.0,3.0,22.666667,2.55596894,0.516414992,-0.233177069,0.836987508,-2.204286118,1.207487794,0.781778431,-0.269445767,-0.632943758,-1.986720902,3.883788276,19.608052568,-0.449855228
claude-version,EC,deepseek__deepseek-v4-flash,015,C,8.0,8.0,4.053333,48.0,0.054044,0.539344,0.376623,3.0,4.0,1.590164,77.0,2.0,38.5,1.64743841,3.121063576,0.20678778,2.87966599,-2.22799832,0.27727546,0.304109098,0.491270684,4.109984367,-1.987540796,4.747347017,9.75475982,1.073653528
claude-version,EC,deepseek__deepseek-v4-flash,016,B,15.0,6.0,4.86087,49.0,0.042268,0.531443,0.381356,5.0,2.0,1.765957,118.0,3.0,39.333333,4.827295265,1.384631187,0.964787033,2.981799914,-2.480928474,0.212013486,0.349463154,1.251987134,1.738520305,-1.940377326,8.681336841,19.608052568,1.153838169
claude-version,EC,deepseek__deepseek-v4-flash,017,A,16.0,5.0,3.697368,26.0,0.04865,0.508594,0.3625,6.0,0.0,1.493151,80.0,4.0,20.0,5.28156053,0.516414992,-0.127340816,0.63271966,-2.343853046,0.023281575,0.168775204,1.632345359,-0.632943758,-2.013568395,5.035199931,29.461345316,-0.706446214
claude-version,EC,deepseek__deepseek-v4-flash,018,B,7.0,4.0,3.227273,19.0,0.048898,0.447321,0.492754,5.0,3.0,1.402985,69.0,3.0,23.0,1.193173145,-0.351801202,-0.568598194,-0.082217809,-2.338526391,-0.482831182,1.416936438,1.251987134,2.924252336,-2.037759014,3.979739247,19.608052568,-0.417781391
claude-version,EC,deepseek__deepseek-v4-flash,019,B,14.0,5.0,4.217391,35.0,0.061122,0.611667,0.309859,9.0,1.0,1.394737,71.0,2.0,35.5,4.37303,0.516414992,0.360781766,1.551924977,-2.075973895,0.874660816,-0.3356581,2.773420035,0.552788273,-2.039971868,4.17164119,9.75475982,0.784988705
claude-version,EC,deepseek__deepseek-v4-flash,020,A,15.0,5.0,3.839506,25.0,0.047401,0.473485,0.376471,0.0,0.0,2.032787,85.0,4.0,21.25,4.827295265,0.516414992,0.006077835,0.530585736,-2.370679622,-0.266717491,0.302652556,-0.649803992,-0.632943758,-1.868789556,5.514954788,29.461345316,-0.586169204
claude-version,EC,deepseek__deepseek-v4-flash,021,B,14.0,6.0,4.602041,25.0,0.04696,0.53642,0.382353,9.0,0.0,1.782051,102.0,4.0,25.5,4.37303,1.384631187,0.721835703,0.530585736,-2.380151615,0.253123326,0.359016924,2.773420035,-0.632943758,-1.936059469,7.1461213,29.461345316,-0.177227372
claude-version,EC,deepseek__deepseek-v4-flash,022,B,9.0,5.0,5.135593,30.0,0.087044,0.536275,0.377049,5.0,2.0,1.085366,61.0,2.0,30.5,2.101703675,0.516414992,1.222657359,1.041255356,-1.519209676,0.251925631,0.308191251,1.251987134,1.738520305,-2.122972954,3.212131476,9.75475982,0.303880666
claude-version,EC,deepseek__deepseek-v4-flash,023,B,12.0,4.0,3.35443,18.0,0.042461,0.476812,0.46988,6.0,2.0,1.209302,83.0,4.0,20.75,3.46449947,-0.351801202,-0.449241544,-0.184351733,-2.476783134,-0.239236592,1.197745933,1.632345359,1.738520305,-2.089722188,5.323052845,29.461345316,-0.634280008
claude-version,EC,deepseek__deepseek-v4-flash,024,A,14.0,4.0,5.116883,43.0,0.066453,0.446774,0.2875,3.0,1.0,1.464789,80.0,3.0,26.666667,4.37303,-0.351801202,1.205095109,2.36899637,-1.961472311,-0.487349382,-0.549913609,0.491270684,0.552788273,-2.02117763,5.035199931,19.608052568,-0.064968797
claude-version,EC,deepseek__deepseek-v4-flash,025,C,5.0,4.0,2.901961,15.0,0.056901,0.477778,0.388889,1.0,0.0,1.133333,54.0,3.0,18.0,0.284642615,-0.351801202,-0.873954176,-0.490753505,-2.166634406,-0.231257467,0.421648258,-0.269445767,-0.632943758,-2.110103897,2.540474677,19.608052568,-0.898889429
claude-version,EC,deepseek__deepseek-v4-flash,026,C,11.0,5.0,4.071429,33.0,0.058163,0.448148,0.383562,6.0,1.0,1.557377,73.0,3.0,24.333333,3.010234205,0.516414992,0.223773694,1.347657129,-2.13952861,-0.476000192,0.370602187,1.632345359,0.552788273,-1.996337214,4.363543132,19.608052568,-0.289485946
claude-version,EC,deepseek__deepseek-v4-flash,027,C,11.0,5.0,5.222222,55.0,0.064472,0.43,0.421687,0.0,7.0,1.828125,83.0,2.0,41.5,3.010234205,0.516414992,1.303972168,3.594603459,-2.004021108,-0.625902014,0.735935667,-0.649803992,7.667180462,-1.923698285,5.323052845,9.75475982,1.36231835
claude-version,EC,deepseek__deepseek-v4-flash,028,A,12.0,7.0,3.054795,14.0,0.041847,0.563281,0.447368,3.0,4.0,1.324675,76.0,3.0,25.333333,3.46449947,2.252847381,-0.730495662,-0.592887429,-2.489970898,0.474994211,0.982024299,0.491270684,4.109984367,-2.058768788,4.651396046,19.608052568,-0.193264338
claude-version,EC,deepseek__deepseek-v4-flash,029,C,8.0,7.0,5.211268,29.0,0.073398,0.501639,0.452055,0.0,2.0,1.567164,73.0,2.0,36.5,1.64743841,2.252847381,1.293690133,0.939121432,-1.812304519,-0.034166473,1.026937559,-0.649803992,1.738520305,-1.993711461,4.363543132,9.75475982,0.881210312
claude-version,EC,deepseek__deepseek-v4-flash,030,A,11.0,4.0,3.357798,21.0,0.030805,0.539474,0.359649,1.0,0.0,1.819277,114.0,5.0,22.8,3.010234205,-0.351801202,-0.446080152,0.122050039,-2.727135874,0.278349255,0.141455446,-0.269445767,-0.632943758,-1.926072113,8.297532956,39.314638064,-0.437025712
claude-version,EC,deepseek__deepseek-v4-flash,031,A,11.0,4.0,3.930693,35.0,0.038918,0.46,0.394231,2.0,2.0,2.071429,104.0,3.0,34.666667,3.010234205,-0.351801202,0.091671038,1.551924977,-2.55288126,-0.378103102,0.472838067,0.110912458,1.738520305,-1.858422302,7.338023243,19.608052568,0.704804064
claude-version,EC,deepseek__deepseek-v4-flash,032,A,11.0,6.0,4.571429,41.0,0.065306,0.475439,0.361111,0.0,3.0,1.688525,72.0,2.0,36.0,3.010234205,1.384631187,0.693101573,2.164728521,-1.986108086,-0.250577522,0.155465087,-0.649803992,2.924252336,-1.961151542,4.267592161,9.75475982,0.833099508
claude-version,EC,deepseek__deepseek-v4-flash,033,A,14.0,5.0,4.157895,41.0,0.054709,0.465574,0.303797,9.0,3.0,1.565217,79.0,3.0,26.333333,4.37303,0.516414992,0.304935503,2.164728521,-2.213715155,-0.332062064,-0.393747321,2.773420035,2.924252336,-1.994233822,4.93924896,19.608052568,-0.097042731
claude-version,EC,deepseek__deepseek-v4-flash,034,C,10.0,5.0,3.492308,18.0,0.053728,0.461111,0.391304,1.0,1.0,1.745455,69.0,4.0,17.25,2.55596894,0.516414992,-0.319821566,-0.184351733,-2.234785508,-0.368926282,0.444790038,-0.269445767,0.552788273,-1.945877803,3.979739247,29.461345316,-0.971055635
claude-version,EC,deepseek__deepseek-v4-flash,035,C,17.0,5.0,4.375,21.0,0.049716,0.470946,0.358696,6.0,2.0,1.447059,92.0,4.0,23.0,5.735825795,0.516414992,0.508722361,0.122050039,-2.320957024,-0.287689539,0.132323307,1.632345359,1.738520305,-2.025934409,6.186611587,29.461345316,-0.417781391
claude-version,EC,deepseek__deepseek-v4-flash,036,C,9.0,5.0,4.824561,34.0,0.084641,0.504444,0.338983,6.0,3.0,1.292308,59.0,2.0,29.5,2.101703675,0.516414992,0.930705381,1.449791053,-1.570822376,-0.010997274,-0.05657686,1.632345359,2.924252336,-2.067452525,3.020229534,9.75475982,0.207659059
claude-version,EC,deepseek__deepseek-v4-flash,037,B,23.0,6.0,5.330275,66.0,0.048902,0.486413,0.401786,10.0,3.0,1.717391,112.0,3.0,37.333333,8.461417384,1.384631187,1.405396739,4.718076624,-2.338440478,-0.15993268,0.545233986,3.15377826,2.924252336,-1.953407088,8.105631013,19.608052568,0.961394953
claude-version,EC,deepseek__deepseek-v4-flash,038,C,11.0,6.0,4.101124,29.0,0.04608,0.557143,0.467391,1.0,2.0,1.6125,92.0,3.0,30.666667,3.010234205,1.384631187,0.251647077,0.939121432,-2.399052646,0.424294554,1.173895047,-0.269445767,1.738520305,-1.981548275,6.186611587,19.608052568,0.319917633
claude-version,EC,deepseek__deepseek-v4-flash,039,B,17.0,5.0,3.694737,24.0,0.038892,0.490506,0.363636,2.0,1.0,2.057971,99.0,4.0,24.75,5.735825795,0.516414992,-0.12981042,0.428451812,-2.5534397,-0.126124649,0.179660944,0.110912458,0.552788273,-1.862032946,6.858268386,29.461345316,-0.249393577
claude-version,EC,deepseek__deepseek-v4-flash,040,C,17.0,6.0,5.84,52.0,0.0584,0.567059,0.362745,9.0,4.0,1.626374,102.0,2.0,51.0,5.735825795,1.384631187,1.883853044,3.288201686,-2.134438219,0.506200354,0.171122921,2.773420035,4.109984367,-1.977826022,7.1461213,9.75475982,2.276423623
claude-version,EC,deepseek__deepseek-v4-flash,041,A,17.0,5.0,3.628571,22.0,0.034558,0.387245,0.441441,1.0,3.0,1.974684,111.0,6.0,18.5,5.735825795,0.516414992,-0.191917517,0.224183963,-2.646527275,-0.979056763,0.925228718,-0.269445767,2.924252336,-1.884377999,8.009680042,49.167930811,-0.850778625
claude-version,EC,deepseek__deepseek-v4-flash,042,C,18.0,6.0,3.697917,21.0,0.03852,0.450602,0.386139,4.0,2.0,1.769231,101.0,5.0,20.2,6.19009106,1.384631187,-0.126825494,0.122050039,-2.561429681,-0.455730241,0.395296335,0.871628909,1.738520305,-1.939498945,7.050170329,39.314638064,-0.687201892
claude-version,EC,deepseek__deepseek-v4-flash,043,B,7.0,5.0,3.987179,27.0,0.051118,0.676724,0.444444,0.0,1.0,1.152174,81.0,3.0,27.0,1.193173145,0.516414992,0.144691947,0.734853584,-2.290844246,1.412029276,0.954005018,-0.649803992,0.552788273,-2.105049049,5.131150903,19.608052568,-0.03289496
claude-version,EC,deepseek__deepseek-v4-flash,044,A,11.0,5.0,3.564103,25.0,0.045694,0.528788,0.345679,9.0,0.0,1.783333,81.0,3.0,27.0,3.010234205,0.516414992,-0.252430776,0.530585736,-2.407343325,0.190083282,0.007587677,2.773420035,-0.632943758,-1.935715522,5.131150903,19.608052568,-0.03289496
claude-version,EC,deepseek__deepseek-v4-flash,045,A,14.0,7.0,6.65,94.0,0.0665,0.520395,0.39604,3.0,2.0,1.386139,101.0,1.0,101.0,4.37303,2.252847381,2.644164207,7.577826499,-1.960462824,0.120757407,0.490172841,0.491270684,1.738520305,-2.042278624,7.050170329,-0.098532927,7.087504005
claude-version,EC,deepseek__deepseek-v4-flash,046,A,12.0,7.0,5.986301,60.0,0.082004,0.402679,0.27027,3.0,3.0,1.382353,74.0,1.0,74.0,3.46449947,2.252847381,2.02117932,4.105273079,-1.627461032,-0.851572483,-0.715020385,0.491270684,2.924252336,-2.043294369,4.459494104,-0.098532927,4.489520599
claude-version,EC,deepseek__deepseek-v4-flash,047,B,12.0,6.0,4.066667,28.0,0.054222,0.575373,0.320513,10.0,0.0,1.432099,78.0,3.0,26.0,3.46449947,1.384631187,0.219303816,0.836987508,-2.224175157,0.574873693,-0.233565959,3.15377826,-0.632943758,-2.029948024,4.843297989,19.608052568,-0.129116568
claude-version,EC,deepseek__deepseek-v4-flash,048,B,9.0,7.0,4.641791,31.0,0.06928,0.527193,0.42029,2.0,1.0,1.545455,69.0,2.0,34.5,2.101703675,2.252847381,0.759147269,1.14338928,-1.900752751,0.17690864,0.72254889,0.110912458,0.552788273,-1.999535765,3.979739247,9.75475982,0.688767097
claude-version,EC,deepseek__deepseek-v4-flash,049,B,10.0,5.0,4.178571,33.0,0.049745,0.458824,0.395349,0.0,1.0,1.653846,86.0,2.0,43.0,2.55596894,0.516414992,0.324343149,1.347657129,-2.32033415,-0.387816819,0.483551321,-0.649803992,0.552788273,-1.970455564,5.610905759,9.75475982,1.506650762
claude-version,EC,deepseek__deepseek-v4-flash,050,C,14.0,5.0,4.43038,31.0,0.056081,0.550833,0.358025,6.0,2.0,1.691176,81.0,2.0,40.5,4.37303,0.516414992,0.560705117,1.14338928,-2.18424673,0.372174183,0.125893438,1.632345359,1.738520305,-1.960440306,5.131150903,9.75475982,1.266096743
claude-version,EC,deepseek__deepseek-v4-flash,051,A,11.0,6.0,5.034091,51.0,0.057206,0.428986,0.355556,0.0,0.0,1.671642,90.0,2.0,45.0,3.010234205,1.384631187,1.127381922,3.186067762,-2.160083481,-0.634277617,0.102234202,-0.649803992,-0.632943758,-1.965681079,5.994709645,9.75475982,1.699093977
claude-version,EC,deepseek__deepseek-v4-flash,052,B,12.0,6.0,3.761194,37.0,0.056137,0.483333,0.405797,10.0,1.0,1.462687,69.0,2.0,34.5,3.46449947,1.384631187,-0.067430174,1.756192825,-2.183043937,-0.185373369,0.583669464,3.15377826,0.552788273,-2.021741576,3.979739247,9.75475982,0.688767097
claude-version,EC,deepseek__deepseek-v4-flash,053,B,12.0,6.0,3.19403,18.0,0.047672,0.45678,0.342857,5.0,4.0,1.627119,70.0,3.0,23.333333,3.46449947,1.384631187,-0.599801927,-0.184351733,-2.364858964,-0.404700185,-0.019454187,1.251987134,4.109984367,-1.977626146,4.075690218,19.608052568,-0.385707554
claude-version,EC,deepseek__deepseek-v4-flash,054,B,18.0,6.0,5.241071,54.0,0.046795,0.398315,0.321739,4.0,5.0,1.644444,115.0,3.0,38.333333,6.19009106,1.384631187,1.32166489,3.492469535,-2.383695559,-0.887618964,-0.221817792,0.871628909,5.295716399,-1.972978025,8.393483927,19.608052568,1.057616561
claude-version,EC,deepseek__deepseek-v4-flash,055,A,13.0,5.0,4.607595,27.0,0.058324,0.521538,0.378049,7.0,6.0,1.597015,82.0,3.0,27.333333,3.918764735,0.516414992,0.727048997,0.734853584,-2.136070581,0.130198545,0.317773768,2.012703584,6.48144843,-1.985702742,5.227101874,19.608052568,-0.000821123
claude-version,EC,deepseek__deepseek-v4-flash,056,A,6.0,4.0,4.315789,26.0,0.056787,0.369697,0.506329,1.0,2.0,1.063291,79.0,3.0,26.333333,0.73890788,-0.351801202,0.453143615,0.63271966,-2.169082949,-1.124002606,1.547019114,-0.269445767,1.738520305,-2.128895451,4.93924896,19.608052568,-0.097042731
claude-version,EC,deepseek__deepseek-v4-flash,057,B,14.0,6.0,4.380952,35.0,0.052154,0.507534,0.390805,4.0,1.0,2.063492,87.0,3.0,29.0,4.37303,1.384631187,0.51430924,1.551924977,-2.268592579,0.014526014,0.440008362,0.871628909,0.552788273,-1.860551718,5.706856731,19.608052568,0.159548255
claude-version,EC,deepseek__deepseek-v4-flash,058,B,12.0,7.0,4.860759,50.0,0.061529,0.469118,0.419753,12.0,1.0,1.727273,81.0,2.0,40.5,3.46449947,2.252847381,0.964682843,3.083933838,-2.067232168,-0.302788753,0.717403078,3.91449471,0.552788273,-1.950755849,5.131150903,9.75475982,1.266096743
claude-version,EC,deepseek__deepseek-v4-flash,059,B,13.0,6.0,4.129412,36.0,0.048581,0.426389,0.420455,3.0,2.0,1.648649,88.0,3.0,29.333333,3.918764735,1.384631187,0.278199771,1.654058901,-2.345335058,-0.655728743,0.724130006,0.491270684,1.738520305,-1.971849866,5.802807702,19.608052568,0.191622092
claude-version,EC,deepseek__deepseek-v4-flash,060,A,10.0,6.0,4.980769,46.0,0.095784,0.504762,0.358491,3.0,0.0,1.533333,53.0,1.0,53.0,2.55596894,1.384631187,1.07733092,2.675398142,-1.331488077,-0.008370606,0.130358891,0.491270684,-0.632943758,-2.002787974,2.444523706,-0.098532927,2.468866838
claude-version,EC,deepseek__deepseek-v4-flash,061,A,13.0,5.0,3.333333,17.0,0.046296,0.524219,0.293333,3.0,2.0,1.394366,75.0,3.0,25.0,3.918764735,0.516414992,-0.469044365,-0.286485657,-2.394413302,0.152343508,-0.494018784,0.491270684,1.738520305,-2.040071403,4.555445075,19.608052568,-0.225338176
claude-version,EC,deepseek__deepseek-v4-flash,062,A,13.0,6.0,4.146341,32.0,0.050565,0.485385,0.406977,6.0,3.0,1.820896,86.0,4.0,21.5,3.918764735,1.384631187,0.294090274,1.245523204,-2.302721826,-0.168423923,0.594976835,1.632345359,2.924252336,-1.925637752,5.610905759,29.461345316,-0.562113802
claude-version,EC,deepseek__deepseek-v4-flash,063,B,13.0,6.0,3.876543,28.0,0.047859,0.485385,0.297619,6.0,0.0,1.581081,84.0,3.0,28.0,3.918764735,1.384631187,0.040842829,0.836987508,-2.360842495,-0.168423923,-0.452948114,1.632345359,-0.632943758,-1.989977672,5.419003817,19.608052568,0.063326647
claude-version,EC,deepseek__deepseek-v4-flash,064,C,10.0,6.0,4.670732,32.0,0.05696,0.543939,0.333333,9.0,1.0,1.256098,84.0,2.0,42.0,2.55596894,1.384631187,0.786312905,1.245523204,-2.165367178,0.315229993,-0.110718084,2.773420035,0.552788273,-2.077167299,5.419003817,9.75475982,1.410429154
claude-version,EC,deepseek__deepseek-v4-flash,065,B,10.0,6.0,4.149254,32.0,0.061929,0.468966,0.405797,0.0,1.0,1.491803,69.0,2.0,34.5,2.55596894,1.384631187,0.296824579,1.245523204,-2.058640791,-0.304044267,0.583669464,-0.649803992,0.552788273,-2.013930049,3.979739247,9.75475982,0.688767097
claude-version,EC,deepseek__deepseek-v4-flash,066,A,7.0,7.0,8.781818,54.0,0.159669,0.537,0.446429,7.0,0.0,1.6,56.0,1.0,56.0,1.193173145,2.252847381,4.645207444,3.492469535,0.040662302,0.257914105,0.973026315,2.012703584,-0.632943758,-1.984901897,2.73237662,-0.098532927,2.757531661
claude-version,EC,deepseek__deepseek-v4-flash,067,B,13.0,5.0,3.216867,19.0,0.038757,0.438028,0.383721,8.0,4.0,1.686567,86.0,3.0,28.666667,3.918764735,0.516414992,-0.578365846,-0.082217809,-2.55633929,-0.559591025,0.372125808,2.39306181,4.109984367,-1.961676853,5.610905759,19.608052568,0.127474418
claude-version,EC,deepseek__deepseek-v4-flash,068,B,11.0,6.0,3.564706,32.0,0.041938,0.511842,0.420455,2.0,0.0,1.84507,88.0,3.0,29.333333,3.010234205,1.384631187,-0.251864766,1.245523204,-2.48801636,0.050109937,0.724130006,0.110912458,-0.632943758,-1.919152114,5.802807702,19.608052568,0.191622092
claude-version,EC,deepseek__deepseek-v4-flash,069,B,16.0,6.0,4.52,26.0,0.060267,0.573387,0.38961,5.0,2.0,1.163265,77.0,2.0,38.5,5.28156053,1.384631187,0.644827446,0.63271966,-2.094337964,0.558469405,0.428557253,1.251987134,1.738520305,-2.102073446,4.747347017,9.75475982,1.073653528
claude-version,EC,deepseek__deepseek-v4-flash,070,A,25.0,7.0,4.019048,21.0,0.038277,0.474211,0.33945,7.0,1.0,1.613861,109.0,4.0,27.25,9.369947914,2.252847381,0.174605967,0.122050039,-2.566648943,-0.260720758,-0.052101825,2.012703584,0.552788273,-1.981183132,7.8177781,29.461345316,-0.008839558
claude-version,EC,deepseek__deepseek-v4-flash,071,A,11.0,6.0,4.194805,31.0,0.054478,0.45,0.43038,11.0,2.0,1.407407,79.0,2.0,39.5,3.010234205,1.384631187,0.339581287,1.14338928,-2.218676675,-0.460702739,0.819236492,3.534136485,1.738520305,-2.036572636,4.93924896,9.75475982,1.169875135
claude-version,EC,deepseek__deepseek-v4-flash,072,B,13.0,7.0,3.318841,27.0,0.048099,0.337069,0.291667,5.0,1.0,1.447761,72.0,3.0,24.0,3.918764735,2.252847381,-0.482647364,0.734853584,-2.355687668,-1.393508703,-0.509983258,1.251987134,0.552788273,-2.025746069,4.267592161,19.608052568,-0.321559783
claude-version,EC,deepseek__deepseek-v4-flash,073,C,12.0,4.0,4.405063,23.0,0.05576,0.531538,0.341463,7.0,2.0,1.589041,82.0,3.0,27.333333,3.46449947,-0.351801202,0.536941169,0.326317888,-2.19114131,0.212798183,-0.032812217,2.012703584,1.738520305,-1.987842085,5.227101874,19.608052568,-0.000821123
claude-version,EC,deepseek__deepseek-v4-flash,074,A,19.0,5.0,3.659091,24.0,0.041581,0.45443,0.336957,6.0,1.0,1.77381,92.0,4.0,23.0,6.644356325,0.516414992,-0.163269743,0.428451812,-2.495684164,-0.4241111,-0.075991041,1.632345359,0.552788273,-1.938270446,6.186611587,29.461345316,-0.417781391
claude-version,EC,deepseek__deepseek-v4-flash,075,A,13.0,6.0,4.573333,28.0,0.060978,0.516406,0.272727,0.0,3.0,1.730159,77.0,2.0,38.5,3.918764735,1.384631187,0.694888773,0.836987508,-2.079066791,0.087808412,-0.69147614,-0.649803992,2.924252336,-1.949981564,4.747347017,9.75475982,1.073653528
claude-version,EC,deepseek__deepseek-v4-flash,076,C,14.0,6.0,4.033708,31.0,0.045323,0.463636,0.395604,4.0,1.0,1.768116,91.0,2.0,45.5,4.37303,1.384631187,0.188366661,1.14338928,-2.415311828,-0.348069874,0.485994863,0.871628909,0.552788273,-1.939798088,6.090660616,9.75475982,1.747204781
claude-version,EC,deepseek__deepseek-v4-flash,077,B,15.0,5.0,3.911765,30.0,0.057526,0.544643,0.328571,20.0,5.0,1.877193,70.0,2.0,35.0,4.827295265,0.516414992,0.073904162,1.041255356,-2.153210379,0.321045007,-0.156350032,6.957360512,5.295716399,-1.910533841,4.075690218,9.75475982,0.736877901
claude-version,EC,deepseek__deepseek-v4-flash,078,A,14.0,6.0,4.270833,35.0,0.044488,0.428916,0.40404,0.0,4.0,1.662338,99.0,3.0,33.0,4.37303,1.384631187,0.410945407,1.551924977,-2.433246328,-0.634855815,0.566832981,-0.649803992,4.109984367,-1.968177247,6.858268386,19.608052568,0.544434686
claude-version,EC,deepseek__deepseek-v4-flash,079,C,18.0,5.0,3.637363,30.0,0.039971,0.482895,0.347368,7.0,2.0,1.826087,95.0,4.0,23.75,6.19009106,0.516414992,-0.183664855,1.041255356,-2.530264459,-0.188991233,0.023772549,2.012703584,1.738520305,-1.924245059,6.474464501,29.461345316,-0.345615185
claude-version,EC,deepseek__deepseek-v4-flash,081,B,11.0,6.0,4.382979,32.0,0.046627,0.48481,0.484536,0.0,5.0,2.140625,97.0,3.0,32.333333,3.010234205,1.384631187,0.516211895,1.245523204,-2.387303937,-0.173173402,1.33818731,-0.649803992,5.295716399,-1.83985772,6.666366444,19.608052568,0.480286915
claude-version,EC,deepseek__deepseek-v4-flash,082,A,11.0,6.0,4.031746,31.0,0.063996,0.487736,0.338462,0.0,6.0,1.02381,65.0,2.0,32.5,3.010234205,1.384631187,0.186525018,1.14338928,-2.014244848,-0.149004748,-0.061569352,-0.649803992,6.48144843,-2.139487801,3.595935362,9.75475982,0.496323882
claude-version,EC,deepseek__deepseek-v4-flash,083,A,10.0,6.0,3.842857,21.0,0.054898,0.430833,0.39726,2.0,1.0,1.414286,73.0,3.0,24.333333,2.55596894,1.384631187,0.009223271,0.122050039,-2.209655729,-0.619021464,0.501863512,0.110912458,0.552788273,-2.03472707,4.363543132,19.608052568,-0.289485946
claude-version,EC,deepseek__deepseek-v4-flash,084,B,11.0,6.0,5.197531,36.0,0.064167,0.413158,0.357143,0.0,5.0,1.635135,84.0,3.0,28.0,3.010234205,1.384631187,1.280795819,1.654058901,-2.010572034,-0.765016323,0.117441658,-0.649803992,5.295716399,-1.975475535,5.419003817,19.608052568,0.063326647
claude-version,EC,deepseek__deepseek-v4-flash,085,C,14.0,5.0,6.418605,47.0,0.074635,0.44403,0.306818,4.0,1.0,1.520548,88.0,2.0,44.0,4.37303,0.516414992,2.426963958,2.777532066,-1.785735684,-0.510014723,-0.364798536,0.871628909,0.552788273,-2.006218059,5.802807702,9.75475982,1.60287237
claude-version,EC,deepseek__deepseek-v4-flash,086,A,10.0,6.0,4.011364,29.0,0.045584,0.547222,0.494505,1.0,2.0,2.0,91.0,3.0,30.333333,2.55596894,1.384631187,0.167393336,0.939121432,-2.409705954,0.342347454,1.433715427,-0.269445767,1.738520305,-1.877585974,6.090660616,19.608052568,0.2878437
claude-version,EC,deepseek__deepseek-v4-flash,087,C,25.0,6.0,3.764706,32.0,0.031636,0.388571,0.317073,7.0,6.0,1.76699,123.0,4.0,30.75,9.369947914,1.384631187,-0.064133615,1.245523204,-2.709287288,-0.968104051,-0.266529819,2.012703584,6.48144843,-1.940100182,9.161091698,29.461345316,0.327936068
claude-version,EC,deepseek__deepseek-v4-flash,088,A,13.0,7.0,4.666667,32.0,0.077778,0.409434,0.349206,1.0,3.0,1.295082,63.0,3.0,21.0,3.918764735,2.252847381,0.782497269,1.245523204,-1.718228936,-0.795776428,0.041385216,-0.269445767,2.924252336,-2.066708289,3.404033419,19.608052568,-0.610224606
claude-version,EC,deepseek__deepseek-v4-flash,089,C,9.0,5.0,4.043956,37.0,0.044439,0.465972,0.365591,1.0,3.0,1.325301,93.0,2.0,46.5,2.101703675,0.516414992,0.197986005,1.756192825,-2.434298772,-0.328774599,0.198394765,-0.269445767,2.924252336,-2.058600839,6.282562558,9.75475982,1.843426389
claude-version,EC,deepseek__deepseek-v4-flash,090,A,10.0,5.0,4.45679,28.0,0.055022,0.53169,0.369048,5.0,0.0,1.95082,84.0,3.0,28.0,2.55596894,0.516414992,0.585495015,0.836987508,-2.206992402,0.214053697,0.231521528,1.251987134,-0.632943758,-1.890780467,5.419003817,19.608052568,0.063326647
claude-version,EC,deepseek__deepseek-v4-flash,091,A,15.0,7.0,4.2875,28.0,0.053594,0.448507,0.409639,2.0,1.0,1.533333,83.0,3.0,27.666667,4.827295265,2.252847381,0.426589982,0.836987508,-2.23766362,-0.473034865,0.620485496,0.110912458,0.552788273,-2.002787974,5.323052845,19.608052568,0.03125281
claude-version,EC,deepseek__deepseek-v4-flash,092,B,17.0,6.0,4.891566,41.0,0.058935,0.426087,0.305882,12.0,5.0,2.150943,85.0,2.0,42.5,5.735825795,1.384631187,0.99360001,2.164728521,-2.122947251,-0.658223252,-0.373767772,3.91449471,5.295716399,-1.837089506,5.514954788,9.75475982,1.458539958
claude-version,EC,deepseek__deepseek-v4-flash,093,B,7.0,5.0,4.144578,23.0,0.049935,0.49403,0.435294,0.0,3.0,1.854839,85.0,2.0,42.5,1.193173145,0.516414992,0.292435424,0.326317888,-2.316253245,-0.097016537,0.866324983,-0.649803992,2.924252336,-1.916531191,5.514954788,9.75475982,1.458539958
