version,direction,dataset,judge_model,sample_id,human_candidate,top1_candidate,human_rank,human_is_top1,human_is_top2_or_better
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,104,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,105,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,106,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,107,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,108,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,109,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,110,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,111,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,112,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,113,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,114,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,115,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,116,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,117,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,118,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,119,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,120,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,121,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,122,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,123,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,124,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,125,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,126,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,127,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,128,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,129,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,130,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,131,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,132,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,133,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,134,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,135,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,136,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,137,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,138,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,139,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,140,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,141,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,142,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,143,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,144,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,145,C,C,1,True,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,146,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,147,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,148,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,149,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,150,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,151,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,152,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,153,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,154,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,155,A,A,1,True,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,156,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,157,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,158,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,159,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,160,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,161,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,162,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,163,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,164,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,165,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,166,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,167,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,168,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,169,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,170,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,171,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,172,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,173,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,174,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,175,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,176,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,177,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,178,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,179,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,180,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,181,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,182,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,183,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,184,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,185,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,186,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,187,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,188,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,189,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,190,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,191,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,192,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,193,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,194,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,195,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,196,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,197,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,198,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,199,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,openai__gpt-5.2,200,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,001,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,002,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,003,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,004,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,005,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,006,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,007,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,008,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,009,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,010,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,011,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,012,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,013,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,014,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,015,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,016,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,017,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,018,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,019,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,020,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,021,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,022,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,023,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,024,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,025,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,026,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,027,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,028,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,029,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,030,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,031,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,032,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,033,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,034,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,035,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,036,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,037,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,038,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,039,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,040,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,041,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,042,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,043,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,044,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,045,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,046,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,047,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,048,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,049,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,050,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,051,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,052,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,053,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,054,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,055,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,056,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,057,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,058,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,059,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,060,C,C,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,061,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,062,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,063,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,064,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,065,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,066,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,067,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,068,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,069,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,070,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,071,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,072,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,073,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,074,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,075,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,076,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,077,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,078,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,079,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,080,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,081,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,082,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,083,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,084,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,085,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,086,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,087,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,088,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,089,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,090,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,091,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,092,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,093,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,094,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,095,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,096,C,C,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,097,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,098,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,099,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,100,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,101,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,102,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,103,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,104,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,105,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,106,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,107,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,108,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,109,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,110,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,111,A,A,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,112,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,113,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,114,C,C,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,115,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,116,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,117,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,118,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,119,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,120,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,121,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,122,A,A,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,123,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,124,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,125,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,126,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,127,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,128,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,129,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,130,C,C,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,131,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,132,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,133,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,134,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,135,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,136,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,137,A,A,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,138,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,139,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,140,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,141,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,142,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,143,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,144,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,145,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,146,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,147,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,148,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,149,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,150,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,151,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,152,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,153,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,154,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,155,A,A,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,156,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,157,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,158,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,159,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,160,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,161,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,162,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,163,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,164,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,165,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,166,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,167,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,168,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,169,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,170,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,171,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,172,B,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,173,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,174,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,175,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,176,B,B,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,177,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,178,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,179,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,180,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,181,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,182,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,183,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,184,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,185,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,186,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,187,B,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,188,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,189,A,A,1,True,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,190,A,B,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,191,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,192,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,193,A,B,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,194,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,195,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,196,B,C,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,197,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,198,C,A,2,False,True
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,199,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,google__gemini-3-flash-preview,200,C,B,2,False,True
kimi-version,CE,ecpcfe_200ce,anthropic__claude-sonnet-4.6,001,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,anthropic__claude-sonnet-4.6,002,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,anthropic__claude-sonnet-4.6,003,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,anthropic__claude-sonnet-4.6,004,A,A,1,True,True
kimi-version,CE,ecpcfe_200ce,anthropic__claude-sonnet-4.6,005,A,A,1,True,True
kimi-version,CE,ecpcfe_200ce,anthropic__claude-sonnet-4.6,006,A,C,2,False,True
kimi-version,CE,ecpcfe_200ce,anthropic__claude-sonnet-4.6,007,A,C,3,False,False
kimi-version,CE,ecpcfe_200ce,anthropic__claude-sonnet-4.6,008,C,A,3,False,False
kimi-version,CE,ecpcfe_200ce,anthropic__claude-sonnet-4.6,009,C,B,3,False,False
kimi-version,CE,ecpcfe_200ce,anthropic__claude-sonnet-4.6,010,B,C,3,False,False
kimi-version,CE,ecpcfe_200ce,anthropic__claude-sonnet-4.6,011,B,B,1,True,True
