id,language,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_or_beishi_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length
zh_native_01244,zh,10.0,6.0,8.177778,44.0,0.181728,0.658333,0.347826,12.0,0.0,15.5,46.0,1.0,46.0
zh_native_01245,zh,2.0,5.0,4.586207,26.0,0.158145,0.622727,0.533333,1.0,1.0,9.75,30.0,1.0,30.0
zh_native_01246,zh,5.0,4.0,3.388889,10.0,0.188272,0.666667,0.315789,4.0,0.0,6.75,19.0,1.0,19.0
zh_native_01247,zh,4.0,6.0,2.666667,7.0,0.098765,0.634,0.464286,0.0,0.0,11.75,28.0,1.0,28.0
zh_native_01248,zh,5.0,5.0,5.057143,31.0,0.14449,0.405357,0.305556,2.0,0.0,10.75,36.0,1.0,36.0
zh_native_01249,zh,8.0,8.0,5.75,32.0,0.159722,0.511667,0.324324,3.0,2.0,12.75,37.0,1.0,37.0
zh_native_01250,zh,9.0,5.0,3.904762,24.0,0.092971,0.677273,0.325581,10.0,0.0,14.75,43.0,1.0,43.0
zh_native_01251,zh,5.0,4.0,4.56,22.0,0.1824,0.588095,0.307692,6.0,0.0,8.25,26.0,1.0,26.0
zh_native_01252,zh,1.0,2.0,3.545455,10.0,0.322314,0.594444,0.416667,0.0,0.0,4.25,12.0,1.0,12.0
zh_native_01253,zh,3.0,4.0,3.4,13.0,0.17,0.75,0.47619,1.0,1.0,8.75,21.0,1.0,21.0
zh_native_01254,zh,4.0,6.0,3.481481,19.0,0.128944,0.514583,0.428571,3.0,0.0,9.75,28.0,1.0,28.0
zh_native_01255,zh,6.0,6.0,6.552632,36.0,0.172438,0.451471,0.487179,3.0,1.0,15.5,39.0,1.0,39.0
zh_native_01256,zh,11.0,6.0,6.818182,41.0,0.154959,0.55,0.333333,2.0,1.0,16.25,45.0,1.0,45.0
zh_native_01257,zh,6.0,6.0,6.478261,41.0,0.140832,0.553947,0.404255,4.0,0.0,17.75,47.0,1.0,47.0
zh_native_01258,zh,12.0,6.0,5.65,38.0,0.14125,0.642424,0.390244,10.0,0.0,15.25,41.0,1.0,41.0
zh_native_01259,zh,5.0,5.0,3.56,16.0,0.1424,0.510526,0.384615,3.0,0.0,9.0,26.0,1.0,26.0
zh_native_01260,zh,2.0,3.0,1.777778,3.0,0.197531,0.25,0.3,0.0,0.0,3.5,10.0,1.0,10.0
zh_native_01261,zh,5.0,6.0,4.648649,33.0,0.125639,0.382258,0.394737,0.0,0.0,11.0,38.0,1.0,38.0
zh_native_01262,zh,4.0,5.0,3.5,12.0,0.25,0.416667,0.333333,3.0,0.0,4.5,15.0,1.0,15.0
zh_native_01263,zh,5.0,7.0,4.114286,33.0,0.117551,0.456667,0.305556,1.0,0.0,13.25,36.0,1.0,36.0
zh_native_01264,zh,8.0,7.0,4.209302,24.0,0.097891,0.487838,0.295455,6.0,1.0,15.0,44.0,1.0,44.0
zh_native_01265,zh,5.0,5.0,5.5,35.0,0.119565,0.457692,0.510638,0.0,0.0,14.0,47.0,1.0,47.0
zh_native_01266,zh,5.0,5.0,4.0,19.0,0.129032,0.45,0.375,2.0,0.0,11.25,32.0,1.0,32.0
zh_native_01267,zh,1.0,3.0,3.0,9.0,0.272727,0.75,0.5,0.0,1.0,4.0,12.0,1.0,12.0
zh_native_01268,zh,6.0,5.0,3.571429,17.0,0.127551,0.551923,0.310345,6.0,1.0,10.0,29.0,1.0,29.0
zh_native_01269,zh,4.0,5.0,5.306122,39.0,0.108288,0.391429,0.36,0.0,0.0,13.75,50.0,1.0,50.0
zh_native_01270,zh,2.0,5.0,5.475,34.0,0.136875,0.459375,0.390244,1.0,0.0,11.5,41.0,1.0,41.0
zh_native_01271,zh,4.0,5.0,3.517241,18.0,0.121284,0.532692,0.466667,3.0,0.0,10.75,30.0,1.0,30.0
zh_native_01272,zh,2.0,4.0,4.538462,18.0,0.174556,0.645652,0.481481,0.0,2.0,10.25,27.0,1.0,27.0
zh_native_01273,zh,8.0,5.0,4.354167,38.0,0.090712,0.50814,0.428571,3.0,0.0,18.75,49.0,1.0,49.0
zh_native_01274,zh,4.0,4.0,3.225806,14.0,0.104058,0.711538,0.40625,0.0,2.0,11.0,32.0,1.0,32.0
zh_native_01275,zh,3.0,5.0,4.125,15.0,0.257812,0.5,0.294118,0.0,1.0,5.0,17.0,1.0,17.0
zh_native_01276,zh,2.0,2.0,2.0,6.0,0.222222,0.285714,0.1,0.0,1.0,3.0,10.0,1.0,10.0
zh_native_01277,zh,2.0,2.0,2.0,6.0,0.2,0.375,0.181818,0.0,1.0,3.5,11.0,1.0,11.0
zh_native_01278,zh,4.0,5.0,3.125,18.0,0.130208,0.363636,0.24,0.0,2.0,7.0,25.0,1.0,25.0
zh_native_01279,zh,6.0,3.0,5.5,27.0,0.144737,0.859375,0.487179,10.0,0.0,14.0,39.0,1.0,39.0
zh_native_01280,zh,2.0,3.0,3.117647,15.0,0.183391,0.535714,0.333333,1.0,1.0,5.5,18.0,1.0,18.0
zh_native_01281,zh,2.0,2.0,2.0,6.0,0.222222,0.285714,0.1,0.0,1.0,2.5,10.0,1.0,10.0
zh_native_01282,zh,2.0,2.0,2.25,6.0,0.1875,0.333333,0.307692,0.0,2.0,3.75,13.0,1.0,13.0
zh_native_01283,zh,7.0,3.0,4.147059,23.0,0.121972,0.391304,0.171429,8.0,3.0,7.75,35.0,1.0,35.0
zh_native_01284,zh,4.0,5.0,4.272727,14.0,0.194215,0.625,0.347826,0.0,1.0,7.25,23.0,1.0,23.0
zh_native_01285,zh,2.0,3.0,3.190476,13.0,0.151927,0.5625,0.409091,0.0,2.0,6.5,22.0,1.0,22.0
zh_native_01286,zh,3.0,3.0,3.705882,17.0,0.217993,0.538462,0.333333,1.0,1.0,5.25,18.0,1.0,18.0
zh_native_01287,zh,2.0,3.0,1.923077,8.0,0.147929,0.1875,0.214286,0.0,1.0,3.25,14.0,1.0,14.0
zh_native_01288,zh,5.0,3.0,4.761905,21.0,0.226757,0.4375,0.318182,5.0,1.0,6.5,22.0,1.0,22.0
zh_native_01289,zh,4.0,4.0,3.52381,17.0,0.1678,0.529412,0.272727,0.0,3.0,6.25,22.0,1.0,22.0
zh_native_01290,zh,1.0,3.0,2.153846,9.0,0.16568,0.4,0.428571,0.0,0.0,4.25,14.0,1.0,14.0
zh_native_01291,zh,4.0,3.0,4.222222,13.0,0.234568,0.346154,0.263158,4.0,1.0,4.0,19.0,1.0,19.0
zh_native_01292,zh,4.0,5.0,4.1,22.0,0.136667,0.520833,0.322581,0.0,3.0,8.75,31.0,1.0,31.0
zh_native_01293,zh,4.0,3.0,3.363636,17.0,0.152893,0.46875,0.347826,4.0,1.0,5.5,23.0,1.0,23.0
zh_native_01294,zh,3.0,3.0,3.16,17.0,0.1264,0.47619,0.384615,0.0,0.0,8.75,26.0,1.0,26.0
zh_native_01295,zh,1.0,3.0,2.8,9.0,0.28,0.4375,0.363636,0.0,0.0,3.75,11.0,1.0,11.0
zh_native_01296,zh,4.0,3.0,4.826087,19.0,0.20983,0.382353,0.333333,4.0,1.0,5.75,24.0,1.0,24.0
zh_native_01297,zh,5.0,5.0,5.173913,23.0,0.224953,0.352941,0.291667,1.0,1.0,6.25,24.0,1.0,24.0
zh_native_01298,zh,2.0,2.0,1.888889,5.0,0.209877,0.214286,0.2,0.0,1.0,2.5,10.0,1.0,10.0
zh_native_01299,zh,2.0,2.0,2.0,5.0,0.2,0.214286,0.272727,0.0,1.0,2.75,11.0,1.0,11.0
zh_native_01300,zh,3.0,4.0,3.117647,9.0,0.183391,0.541667,0.333333,0.0,0.0,6.0,18.0,1.0,18.0
zh_native_01301,zh,2.0,3.0,2.5,13.0,0.15625,0.333333,0.294118,0.0,1.0,4.75,17.0,1.0,17.0
zh_native_01302,zh,8.0,7.0,4.794872,35.0,0.122945,0.59375,0.425,1.0,0.0,15.25,40.0,1.0,40.0
zh_native_01303,zh,7.0,4.0,4.857143,34.0,0.115646,0.598611,0.44186,0.0,1.0,16.5,43.0,1.0,43.0
zh_native_01304,zh,3.0,3.0,2.333333,9.0,0.194444,0.635,0.461538,0.0,0.0,5.0,13.0,1.0,13.0
zh_native_01305,zh,10.0,6.0,5.130435,42.0,0.111531,0.505556,0.382979,5.0,0.0,14.75,47.0,1.0,47.0
zh_native_01306,zh,1.0,4.0,2.125,10.0,0.132812,0.453571,0.529412,0.0,0.0,4.5,17.0,1.0,17.0
zh_native_01307,zh,5.0,4.0,2.833333,12.0,0.157407,0.4375,0.263158,2.0,0.0,6.75,19.0,1.0,19.0
zh_native_01308,zh,5.0,3.0,3.642857,23.0,0.130102,0.55625,0.366667,4.0,0.0,9.25,30.0,2.0,15.0
zh_native_01309,zh,3.0,5.0,4.037037,23.0,0.14952,0.632609,0.535714,3.0,0.0,10.5,28.0,1.0,28.0
zh_native_01310,zh,7.0,5.0,4.054054,29.0,0.109569,0.516129,0.342105,2.0,1.0,13.25,38.0,1.0,38.0
zh_native_01311,zh,4.0,4.0,3.6875,14.0,0.230469,0.5,0.352941,0.0,0.0,6.25,17.0,1.0,17.0
zh_native_01312,zh,3.0,5.0,3.034483,18.0,0.104637,0.44,0.3,0.0,0.0,8.0,30.0,1.0,30.0
zh_native_01313,zh,2.0,5.0,2.857143,17.0,0.136054,0.584375,0.409091,0.0,0.0,8.25,22.0,1.0,22.0
zh_native_01314,zh,6.0,5.0,4.222222,22.0,0.117284,0.44,0.378378,3.0,0.0,12.75,37.0,1.0,37.0
zh_native_01315,zh,3.0,3.0,3.2,14.0,0.16,0.53125,0.238095,4.0,0.0,5.0,21.0,1.0,21.0
zh_native_01316,zh,12.0,5.0,6.02381,37.0,0.143424,0.46875,0.348837,4.0,0.0,14.75,43.0,1.0,43.0
zh_native_01317,zh,3.0,3.0,2.5625,13.0,0.160156,0.571429,0.352941,0.0,0.0,5.75,17.0,1.0,17.0
zh_native_01318,zh,4.0,5.0,4.709677,27.0,0.151925,0.517857,0.5,3.0,0.0,11.75,32.0,1.0,32.0
zh_native_01319,zh,9.0,6.0,4.361702,39.0,0.092802,0.589744,0.333333,13.0,0.0,15.0,48.0,1.0,48.0
zh_native_01320,zh,5.0,4.0,4.107143,23.0,0.146684,0.557692,0.482759,0.0,0.0,11.25,29.0,1.0,29.0
zh_native_01321,zh,3.0,4.0,2.833333,16.0,0.157407,0.346429,0.263158,0.0,0.0,6.25,19.0,1.0,19.0
zh_native_01322,zh,4.0,5.0,3.952381,16.0,0.188209,0.625,0.090909,0.0,0.0,6.0,22.0,1.0,22.0
zh_native_01323,zh,6.0,4.0,4.111111,18.0,0.152263,0.595238,0.214286,4.0,0.0,8.0,28.0,1.0,28.0
zh_native_01324,zh,6.0,5.0,5.147059,30.0,0.151384,0.316071,0.257143,2.0,0.0,7.75,35.0,1.0,35.0
zh_native_01325,zh,2.0,4.0,3.178571,15.0,0.11352,0.690909,0.482759,0.0,0.0,8.75,29.0,1.0,29.0
zh_native_01326,zh,4.0,4.0,3.4375,14.0,0.214844,0.384615,0.235294,0.0,0.0,5.0,17.0,1.0,17.0
zh_native_01327,zh,2.0,3.0,2.090909,5.0,0.190083,0.6,0.25,0.0,0.0,4.0,12.0,1.0,12.0
zh_native_01328,zh,16.0,4.0,7.086957,36.0,0.154064,0.863235,0.319149,25.0,0.0,15.5,47.0,1.0,47.0
zh_native_01329,zh,5.0,5.0,5.592593,27.0,0.207133,0.6,0.285714,0.0,0.0,9.75,28.0,1.0,28.0
zh_native_01330,zh,4.0,4.0,3.2,25.0,0.08,0.369697,0.390244,0.0,0.0,11.25,41.0,1.0,41.0
zh_native_01331,zh,4.0,3.0,2.5,6.0,0.208333,0.388889,0.230769,0.0,0.0,4.75,13.0,1.0,13.0
zh_native_01332,zh,2.0,3.0,1.8,4.0,0.18,0.4375,0.272727,0.0,0.0,3.75,11.0,1.0,11.0
zh_native_01333,zh,6.0,4.0,4.27027,24.0,0.115413,0.489655,0.315789,4.0,1.0,11.0,38.0,1.0,38.0
zh_native_01334,zh,3.0,3.0,2.25,5.0,0.1875,0.577273,0.076923,1.0,2.0,3.75,13.0,1.0,13.0
zh_native_01335,zh,4.0,4.0,3.208333,19.0,0.133681,0.52381,0.28,0.0,0.0,7.75,25.0,1.0,25.0
zh_native_01336,zh,6.0,4.0,3.708333,12.0,0.154514,0.45,0.28,6.0,0.0,8.25,25.0,1.0,25.0
zh_native_01337,zh,5.0,5.0,4.0,21.0,0.108108,0.446774,0.342105,3.0,0.0,12.0,38.0,1.0,38.0
zh_native_01338,zh,4.0,3.0,3.318182,18.0,0.150826,0.439474,0.173913,6.0,0.0,7.25,23.0,1.0,23.0
zh_native_01339,zh,4.0,4.0,2.823529,9.0,0.16609,0.513333,0.222222,6.0,0.0,6.5,18.0,1.0,18.0
zh_native_01340,zh,4.0,4.0,5.540541,31.0,0.149744,0.495161,0.263158,0.0,0.0,11.75,38.0,1.0,38.0
zh_native_01341,zh,4.0,5.0,4.75,26.0,0.131944,0.568333,0.324324,2.0,1.0,10.5,37.0,1.0,37.0
zh_native_01342,zh,5.0,5.0,5.590909,21.0,0.254132,0.541176,0.347826,2.0,1.0,7.75,23.0,1.0,23.0
zh_native_01343,zh,9.0,7.0,5.382979,33.0,0.114531,0.422059,0.25,0.0,0.0,14.75,48.0,1.0,48.0
zh_native_01344,zh,5.0,4.0,3.217391,13.0,0.139887,0.471875,0.25,3.0,2.0,7.0,24.0,1.0,24.0
zh_native_01345,zh,1.0,3.0,2.666667,6.0,0.222222,0.681818,0.461538,0.0,0.0,4.5,13.0,1.0,13.0
zh_native_01346,zh,4.0,5.0,3.777778,13.0,0.139918,0.514583,0.285714,1.0,0.0,8.25,28.0,1.0,28.0
zh_native_01347,zh,4.0,4.0,3.592593,13.0,0.133059,0.486364,0.357143,0.0,0.0,8.25,28.0,1.0,28.0
zh_native_01348,zh,5.0,4.0,4.454545,20.0,0.202479,0.852941,0.391304,0.0,1.0,8.25,23.0,1.0,23.0
zh_native_01349,zh,7.0,5.0,4.107143,25.0,0.146684,0.416667,0.206897,0.0,0.0,7.5,29.0,1.0,29.0
zh_native_01350,zh,6.0,8.0,4.8,20.0,0.192,0.629545,0.346154,5.0,0.0,9.5,26.0,1.0,26.0
zh_native_01351,zh,5.0,4.0,4.027778,32.0,0.111883,0.479032,0.351351,0.0,0.0,10.0,37.0,1.0,37.0
zh_native_01352,zh,3.0,3.0,3.375,12.0,0.140625,0.445238,0.4,0.0,0.0,7.5,25.0,1.0,25.0
zh_native_01353,zh,5.0,4.0,3.96,20.0,0.1584,0.775,0.423077,5.0,0.0,9.25,26.0,1.0,26.0
zh_native_01354,zh,6.0,4.0,2.692308,13.0,0.10355,0.673913,0.407407,4.0,1.0,10.75,27.0,1.0,27.0
zh_native_01355,zh,4.0,5.0,3.565217,21.0,0.155009,0.575,0.416667,1.0,0.0,9.0,24.0,1.0,24.0
zh_native_01356,zh,3.0,6.0,4.769231,24.0,0.183432,0.568182,0.407407,0.0,0.0,7.5,27.0,1.0,27.0
zh_native_01357,zh,6.0,5.0,3.291667,19.0,0.137153,0.6425,0.24,5.0,0.0,8.5,25.0,1.0,25.0
zh_native_01358,zh,3.0,6.0,3.833333,27.0,0.106481,0.522,0.378378,3.0,0.0,10.75,37.0,1.0,37.0
zh_native_01359,zh,3.0,4.0,3.689655,25.0,0.127229,0.548,0.466667,0.0,0.0,9.0,30.0,1.0,30.0
zh_native_01360,zh,4.0,4.0,3.518519,22.0,0.130316,0.447727,0.321429,0.0,0.0,8.5,28.0,1.0,28.0
zh_native_01361,zh,2.0,3.0,2.333333,6.0,0.194444,0.5,0.384615,0.0,0.0,3.25,13.0,1.0,13.0
zh_native_01362,zh,7.0,3.0,4.321429,24.0,0.154337,0.785714,0.37931,6.0,1.0,9.25,29.0,1.0,29.0
zh_native_01363,zh,6.0,5.0,4.038462,15.0,0.155325,0.666667,0.333333,5.0,4.0,9.75,27.0,1.0,27.0
zh_native_01364,zh,7.0,5.0,5.47619,35.0,0.130385,0.589063,0.395349,5.0,1.0,13.5,43.0,1.0,43.0
zh_native_01365,zh,5.0,3.0,2.764706,9.0,0.16263,0.357143,0.277778,4.0,0.0,7.0,18.0,1.0,18.0
zh_native_01366,zh,2.0,3.0,2.3125,7.0,0.144531,0.384615,0.470588,0.0,0.0,5.75,17.0,1.0,17.0
zh_native_01367,zh,1.0,3.0,3.5625,14.0,0.222656,0.775,0.705882,0.0,0.0,6.25,17.0,1.0,17.0
zh_native_01368,zh,6.0,6.0,5.305556,31.0,0.147377,0.62963,0.405405,5.0,0.0,13.0,37.0,1.0,37.0
zh_native_01369,zh,5.0,4.0,2.625,10.0,0.164062,0.6,0.235294,0.0,1.0,6.5,17.0,1.0,17.0
zh_native_01370,zh,4.0,3.0,3.230769,11.0,0.248521,0.708333,0.357143,0.0,0.0,5.5,14.0,1.0,14.0
zh_native_01371,zh,2.0,4.0,2.5625,7.0,0.160156,0.571429,0.470588,0.0,0.0,6.0,17.0,1.0,17.0
zh_native_01372,zh,3.0,5.0,4.6,20.0,0.184,0.720455,0.346154,4.0,0.0,9.0,26.0,1.0,26.0
zh_native_01373,zh,4.0,3.0,3.25,9.0,0.203125,0.538462,0.294118,0.0,1.0,6.0,17.0,1.0,17.0
zh_native_01374,zh,2.0,3.0,3.0,11.0,0.2,0.708333,0.25,0.0,0.0,5.25,16.0,1.0,16.0
zh_native_01375,zh,6.0,4.0,4.861111,31.0,0.135031,0.683333,0.405405,2.0,1.0,11.75,37.0,1.0,37.0
zh_native_01376,zh,5.0,5.0,3.043478,17.0,0.132325,0.583333,0.333333,4.0,0.0,8.25,24.0,1.0,24.0
zh_native_01377,zh,3.0,4.0,3.636364,16.0,0.165289,0.728947,0.608696,0.0,0.0,8.5,23.0,1.0,23.0
zh_native_01378,zh,7.0,6.0,6.47619,41.0,0.154195,0.662121,0.372093,7.0,0.0,15.75,43.0,1.0,43.0
zh_native_01379,zh,5.0,5.0,4.393939,28.0,0.13315,0.601786,0.411765,5.0,0.0,12.5,34.0,1.0,34.0
zh_native_01380,zh,2.0,3.0,3.28,13.0,0.1312,0.5925,0.346154,0.0,0.0,8.0,26.0,1.0,26.0
zh_native_01381,zh,3.0,3.0,3.56,13.0,0.1424,0.561364,0.384615,0.0,0.0,8.5,26.0,1.0,26.0
zh_native_01382,zh,7.0,5.0,4.0,22.0,0.133333,0.576923,0.387097,5.0,2.0,11.0,31.0,1.0,31.0
zh_native_01383,zh,7.0,4.0,4.6,25.0,0.115,0.441176,0.341463,0.0,0.0,12.25,41.0,1.0,41.0
zh_native_01384,zh,2.0,3.0,2.944444,12.0,0.16358,0.607143,0.263158,0.0,0.0,4.75,19.0,1.0,19.0
zh_native_01385,zh,5.0,4.0,2.88,11.0,0.1152,0.456522,0.307692,0.0,0.0,7.5,26.0,1.0,26.0
zh_native_01386,zh,6.0,4.0,5.515152,30.0,0.167126,0.340385,0.352941,0.0,1.0,9.25,34.0,1.0,34.0
zh_native_01387,zh,5.0,4.0,3.612903,24.0,0.116545,0.494231,0.46875,0.0,0.0,11.0,32.0,1.0,32.0
zh_native_01388,zh,6.0,5.0,4.0,24.0,0.133333,0.570833,0.322581,0.0,0.0,10.0,31.0,1.0,31.0
zh_native_01389,zh,10.0,6.0,6.675676,36.0,0.180424,0.515625,0.236842,3.0,2.0,13.5,38.0,1.0,38.0
zh_native_01390,zh,4.0,4.0,4.054054,27.0,0.109569,0.518966,0.263158,0.0,1.0,13.0,38.0,1.0,38.0
zh_native_01391,zh,2.0,5.0,2.52381,9.0,0.120181,0.622222,0.272727,0.0,0.0,8.25,22.0,1.0,22.0
zh_native_01392,zh,3.0,3.0,2.785714,10.0,0.19898,0.576923,0.2,0.0,0.0,4.25,15.0,1.0,15.0
zh_native_01393,zh,6.0,6.0,3.53125,23.0,0.110352,0.45,0.272727,0.0,1.0,12.5,33.0,1.0,33.0
zh_native_01394,zh,3.0,5.0,3.9,26.0,0.13,0.6875,0.387097,0.0,0.0,11.75,31.0,1.0,31.0
zh_native_01395,zh,5.0,4.0,3.888889,15.0,0.216049,0.352778,0.052632,0.0,0.0,6.75,19.0,1.0,19.0
zh_native_01396,zh,4.0,4.0,2.863636,9.0,0.130165,0.55,0.434783,3.0,1.0,8.5,23.0,1.0,23.0
zh_native_01397,zh,2.0,6.0,3.652174,16.0,0.15879,0.5925,0.416667,0.0,1.0,8.0,24.0,1.0,24.0
zh_native_01398,zh,5.0,5.0,3.952381,18.0,0.188209,0.326316,0.136364,0.0,0.0,7.5,22.0,1.0,22.0
zh_native_01399,zh,5.0,6.0,4.789474,35.0,0.126039,0.460345,0.410256,3.0,0.0,10.75,39.0,1.0,39.0
zh_native_01400,zh,2.0,5.0,3.076923,13.0,0.236686,0.654167,0.571429,0.0,0.0,4.75,14.0,1.0,14.0
zh_native_01401,zh,3.0,5.0,3.37931,19.0,0.116528,0.66,0.466667,0.0,0.0,9.25,30.0,1.0,30.0
zh_native_01402,zh,2.0,5.0,4.472222,22.0,0.124228,0.527419,0.432432,0.0,2.0,8.25,37.0,1.0,37.0
zh_native_01403,zh,4.0,5.0,3.25,11.0,0.116071,0.4875,0.448276,0.0,0.0,11.5,29.0,1.0,29.0
zh_native_01404,zh,2.0,4.0,4.304348,21.0,0.187146,0.56,0.416667,0.0,0.0,7.5,24.0,1.0,24.0
zh_native_01405,zh,1.0,3.0,2.5,6.0,0.208333,0.486364,0.153846,0.0,0.0,4.5,13.0,1.0,13.0
zh_native_01406,zh,1.0,4.0,3.368421,10.0,0.177285,0.666667,0.5,0.0,1.0,7.25,20.0,1.0,20.0
zh_native_01407,zh,4.0,4.0,3.40625,20.0,0.106445,0.417308,0.363636,1.0,0.0,9.75,33.0,1.0,33.0
zh_native_01408,zh,1.0,3.0,2.416667,6.0,0.201389,0.3,0.384615,0.0,2.0,3.5,13.0,1.0,13.0
zh_native_01409,zh,4.0,4.0,3.052632,12.0,0.160665,0.519444,0.4,3.0,0.0,7.5,20.0,1.0,20.0
zh_native_01410,zh,9.0,6.0,5.627907,38.0,0.130882,0.496053,0.386364,0.0,0.0,16.5,44.0,1.0,44.0
zh_native_01411,zh,4.0,5.0,2.4,7.0,0.16,0.320833,0.25,3.0,1.0,5.5,16.0,1.0,16.0
zh_native_01412,zh,4.0,4.0,3.473684,17.0,0.182825,0.571429,0.3,0.0,1.0,6.75,20.0,1.0,20.0
zh_native_01413,zh,5.0,5.0,4.222222,22.0,0.117284,0.303125,0.351351,0.0,0.0,12.25,37.0,1.0,37.0
zh_native_01414,zh,9.0,6.0,4.882353,28.0,0.095732,0.333721,0.288462,3.0,0.0,18.5,52.0,1.0,52.0
zh_native_01415,zh,6.0,6.0,6.27027,35.0,0.169467,0.409677,0.307692,0.0,0.0,13.75,39.0,2.0,19.5
zh_native_01416,zh,2.0,4.0,3.117647,9.0,0.183391,0.514286,0.555556,0.0,0.0,6.25,18.0,1.0,18.0
zh_native_01417,zh,2.0,5.0,5.272727,18.0,0.239669,0.48125,0.217391,0.0,0.0,7.75,23.0,1.0,23.0
zh_native_01418,zh,3.0,5.0,3.35,14.0,0.1675,0.2625,0.190476,3.0,0.0,6.75,21.0,1.0,21.0
zh_native_01419,zh,2.0,4.0,5.055556,16.0,0.280864,0.4,0.368421,0.0,0.0,5.5,19.0,1.0,19.0
zh_native_01420,zh,4.0,4.0,3.92,19.0,0.1568,0.681818,0.384615,2.0,0.0,9.25,26.0,1.0,26.0
zh_native_01421,zh,7.0,4.0,2.473684,12.0,0.130194,0.323529,0.25,7.0,0.0,7.5,20.0,1.0,20.0
zh_native_01422,zh,8.0,5.0,4.878788,31.0,0.147842,0.624074,0.264706,6.0,0.0,12.75,34.0,1.0,34.0
zh_native_01423,zh,7.0,5.0,4.648649,32.0,0.125639,0.59375,0.342105,6.0,0.0,13.0,38.0,1.0,38.0
zh_native_01424,zh,2.0,4.0,3.307692,10.0,0.254438,0.483333,0.428571,0.0,0.0,4.25,14.0,1.0,14.0
zh_native_01425,zh,1.0,3.0,2.0,4.0,0.222222,0.621429,0.6,0.0,0.0,3.0,10.0,1.0,10.0
zh_native_01426,zh,3.0,3.0,3.714286,14.0,0.176871,0.605263,0.363636,2.0,0.0,6.75,22.0,1.0,22.0
zh_native_01427,zh,1.0,4.0,2.65,12.0,0.1325,0.71875,0.428571,0.0,0.0,6.0,21.0,1.0,21.0
zh_native_01428,zh,3.0,4.0,4.52,17.0,0.1808,0.492105,0.423077,0.0,0.0,8.0,26.0,1.0,26.0
zh_native_01429,zh,2.0,4.0,2.529412,10.0,0.148789,0.461538,0.277778,0.0,0.0,4.0,18.0,1.0,18.0
zh_native_01430,zh,3.0,4.0,2.8125,14.0,0.087891,0.461538,0.363636,2.0,0.0,8.25,33.0,1.0,33.0
zh_native_01431,zh,3.0,4.0,3.75,18.0,0.1875,0.375,0.285714,0.0,0.0,6.25,21.0,1.0,21.0
zh_native_01432,zh,3.0,4.0,3.647059,24.0,0.107266,0.535714,0.342857,1.0,0.0,9.5,35.0,1.0,35.0
zh_native_01433,zh,4.0,3.0,2.578947,8.0,0.135734,0.194444,0.2,10.0,0.0,4.25,20.0,1.0,20.0
zh_native_01434,zh,6.0,5.0,4.392857,26.0,0.156888,0.552174,0.275862,0.0,1.0,10.5,29.0,1.0,29.0
zh_native_01435,zh,6.0,4.0,3.555556,17.0,0.197531,0.3125,0.210526,3.0,1.0,6.0,19.0,1.0,19.0
zh_native_01436,zh,2.0,3.0,3.375,11.0,0.210938,0.525,0.529412,0.0,1.0,6.0,17.0,1.0,17.0
zh_native_01437,zh,10.0,7.0,4.4,32.0,0.097778,0.383784,0.282609,2.0,0.0,14.75,46.0,1.0,46.0
zh_native_01438,zh,7.0,4.0,3.608696,12.0,0.1569,0.625,0.375,6.0,0.0,8.5,24.0,1.0,24.0
zh_native_01439,zh,6.0,4.0,3.307692,21.0,0.127219,0.404762,0.222222,6.0,0.0,8.5,27.0,1.0,27.0
zh_native_01440,zh,4.0,4.0,4.333333,26.0,0.160494,0.580435,0.321429,0.0,2.0,9.75,28.0,1.0,28.0
zh_native_01441,zh,6.0,5.0,2.875,16.0,0.119792,0.368421,0.32,0.0,0.0,7.75,25.0,1.0,25.0
zh_native_01442,zh,5.0,5.0,4.04,17.0,0.1616,0.4675,0.307692,0.0,0.0,10.0,26.0,1.0,26.0
zh_native_01443,zh,3.0,5.0,3.208333,15.0,0.133681,0.625,0.28,0.0,0.0,8.25,25.0,1.0,25.0
zh_native_01444,zh,3.0,4.0,3.833333,13.0,0.212963,0.41875,0.315789,0.0,0.0,6.75,19.0,1.0,19.0
zh_native_01445,zh,4.0,4.0,3.214286,13.0,0.229592,0.404167,0.333333,0.0,0.0,5.0,15.0,1.0,15.0
zh_native_01446,zh,3.0,4.0,2.55,10.0,0.1275,0.638889,0.333333,6.0,0.0,7.75,21.0,1.0,21.0
zh_native_01447,zh,4.0,4.0,3.851852,19.0,0.142661,0.570833,0.5,6.0,3.0,11.25,28.0,1.0,28.0
zh_native_01448,zh,9.0,7.0,3.444444,20.0,0.076543,0.552632,0.391304,2.0,1.0,16.75,46.0,1.0,46.0
zh_native_01449,zh,8.0,6.0,3.382353,15.0,0.099481,0.244643,0.228571,4.0,0.0,11.75,35.0,1.0,35.0
zh_native_01450,zh,5.0,6.0,4.375,24.0,0.182292,0.352941,0.16,0.0,0.0,6.25,25.0,1.0,25.0
zh_native_01451,zh,3.0,6.0,4.095238,27.0,0.097506,0.543548,0.232558,2.0,1.0,11.5,43.0,1.0,43.0
zh_native_01452,zh,5.0,4.0,2.636364,9.0,0.119835,0.388889,0.217391,0.0,0.0,6.75,23.0,1.0,23.0
