id,language,clause_count,dependency_depth,mean_dependency_distance,max_dependency_distance,normalized_dependency_distance,nominalization_ratio,modifier_density,coordination_count,passive_count,sentence_compression_ratio,token_count,sentence_count,avg_sentence_length
en_native_00527,en,5.0,6.0,3.40625,30.0,0.106445,0.65,0.545455,6.0,0.0,4.428571,33.0,1.0,33.0
en_native_00528,en,7.0,8.0,3.487179,36.0,0.089415,0.668182,0.45,8.0,2.0,4.571429,40.0,1.0,40.0
en_native_00529,en,8.0,8.0,3.447368,36.0,0.09072,0.6925,0.512821,17.0,2.0,5.428571,39.0,1.0,39.0
en_native_00530,en,8.0,6.0,3.888889,41.0,0.08642,0.7125,0.521739,17.0,2.0,5.857143,46.0,1.0,46.0
en_native_00531,en,5.0,6.0,3.142857,24.0,0.07483,0.557407,0.545455,3.0,0.0,5.0,44.0,2.0,22.0
en_native_00532,en,4.0,7.0,3.642857,27.0,0.130102,0.584375,0.482759,4.0,0.0,3.714286,29.0,1.0,29.0
en_native_00533,en,4.0,5.0,3.384615,19.0,0.130178,0.294118,0.407407,3.0,0.0,2.857143,27.0,1.0,27.0
en_native_00534,en,3.0,5.0,3.8,15.0,0.253333,0.545455,0.3125,3.0,0.0,1.857143,16.0,1.0,16.0
en_native_00535,en,5.0,3.0,2.578947,9.0,0.135734,0.454545,0.35,7.0,0.0,2.285714,20.0,1.0,20.0
en_native_00536,en,2.0,5.0,3.047619,16.0,0.145125,0.542308,0.545455,0.0,0.0,2.285714,22.0,1.0,22.0
en_native_00537,en,3.0,5.0,2.692308,12.0,0.207101,1.157143,0.5,3.0,0.0,1.857143,14.0,1.0,14.0
en_native_00538,en,3.0,3.0,3.117647,14.0,0.183391,0.535,0.444444,3.0,0.0,2.285714,18.0,1.0,18.0
en_native_00539,en,3.0,5.0,3.193548,23.0,0.103018,0.5875,0.59375,0.0,0.0,3.428571,32.0,1.0,32.0
en_native_00540,en,2.0,5.0,3.296296,13.0,0.122085,0.723077,0.607143,0.0,0.0,2.714286,28.0,1.0,28.0
en_native_00541,en,2.0,5.0,2.821429,16.0,0.100765,0.796429,0.655172,0.0,1.0,3.571429,29.0,1.0,29.0
en_native_00542,en,2.0,3.0,3.222222,11.0,0.179012,0.538462,0.631579,3.0,0.0,2.428571,19.0,1.0,19.0
en_native_00543,en,3.0,5.0,2.904762,14.0,0.138322,0.671429,0.454545,3.0,0.0,2.571429,22.0,1.0,22.0
en_native_00544,en,9.0,6.0,4.235294,50.0,0.083045,0.660606,0.566038,7.0,0.0,7.0,53.0,2.0,26.5
en_native_00545,en,2.0,3.0,2.631579,8.0,0.138504,0.518182,0.6,3.0,3.0,2.571429,20.0,1.0,20.0
en_native_00546,en,4.0,5.0,3.107143,17.0,0.110969,0.457895,0.482759,6.0,1.0,3.857143,29.0,1.0,29.0
en_native_00547,en,3.0,4.0,3.346154,19.0,0.128698,0.753125,0.592593,3.0,2.0,3.428571,27.0,1.0,27.0
en_native_00548,en,4.0,5.0,2.947368,15.0,0.155125,0.4,0.4,6.0,0.0,2.571429,20.0,1.0,20.0
en_native_00549,en,3.0,8.0,2.821429,22.0,0.100765,0.538889,0.517241,0.0,0.0,2.714286,29.0,1.0,29.0
en_native_00550,en,5.0,3.0,3.047619,16.0,0.145125,0.515385,0.318182,6.0,0.0,2.857143,22.0,1.0,22.0
en_native_00551,en,2.0,4.0,3.84,12.0,0.1536,0.65,0.653846,0.0,0.0,3.285714,26.0,1.0,26.0
en_native_00552,en,4.0,9.0,3.321429,24.0,0.118622,0.526316,0.551724,2.0,0.0,3.285714,29.0,1.0,29.0
en_native_00553,en,5.0,7.0,2.608696,17.0,0.113422,0.673333,0.583333,3.0,2.0,3.142857,24.0,1.0,24.0
en_native_00554,en,3.0,4.0,2.761905,13.0,0.131519,0.783333,0.5,3.0,0.0,2.857143,22.0,1.0,22.0
en_native_00555,en,5.0,4.0,3.157895,11.0,0.166205,0.518182,0.3,6.0,4.0,2.571429,20.0,1.0,20.0
en_native_00556,en,4.0,5.0,3.136364,20.0,0.142562,0.827273,0.434783,3.0,0.0,3.142857,23.0,1.0,23.0
en_native_00557,en,2.0,3.0,2.666667,10.0,0.177778,0.522222,0.5625,0.0,0.0,1.857143,16.0,1.0,16.0
en_native_00558,en,2.0,5.0,3.076923,16.0,0.118343,0.407143,0.555556,0.0,1.0,2.428571,27.0,1.0,27.0
en_native_00559,en,1.0,3.0,2.769231,9.0,0.213018,0.721429,0.571429,0.0,3.0,1.857143,14.0,1.0,14.0
en_native_00560,en,1.0,5.0,3.227273,15.0,0.146694,0.854545,0.73913,0.0,1.0,3.142857,23.0,1.0,23.0
en_native_00561,en,3.0,4.0,3.157895,16.0,0.166205,0.8125,0.55,4.0,4.0,2.571429,20.0,1.0,20.0
en_native_00562,en,2.0,5.0,2.869565,14.0,0.124764,0.581818,0.625,3.0,0.0,2.571429,24.0,1.0,24.0
en_native_00563,en,3.0,10.0,3.405405,35.0,0.092038,0.636842,0.684211,3.0,1.0,4.0,38.0,1.0,38.0
en_native_00564,en,2.0,6.0,3.114286,20.0,0.08898,0.916667,0.722222,3.0,0.0,4.571429,36.0,1.0,36.0
en_native_00565,en,4.0,7.0,3.818182,21.0,0.115702,0.494737,0.558824,9.0,1.0,3.285714,34.0,1.0,34.0
en_native_00566,en,2.0,4.0,2.772727,9.0,0.126033,0.754167,0.608696,3.0,4.0,2.714286,23.0,1.0,23.0
en_native_00567,en,5.0,6.0,3.153846,24.0,0.080868,0.702273,0.55,9.0,1.0,4.0,40.0,1.0,40.0
en_native_00568,en,5.0,4.0,3.545455,18.0,0.107438,0.502778,0.470588,10.0,1.0,3.0,34.0,1.0,34.0
en_native_00569,en,5.0,5.0,3.166667,21.0,0.105556,0.625,0.419355,3.0,0.0,3.714286,31.0,1.0,31.0
en_native_00570,en,3.0,6.0,3.0,19.0,0.107143,0.313333,0.689655,0.0,1.0,3.0,29.0,1.0,29.0
en_native_00571,en,2.0,3.0,3.461538,10.0,0.266272,0.375,0.428571,0.0,0.0,1.714286,14.0,1.0,14.0
en_native_00572,en,1.0,3.0,3.266667,8.0,0.217778,0.385714,0.5,2.0,0.0,1.857143,16.0,1.0,16.0
en_native_00573,en,1.0,4.0,3.5,9.0,0.291667,0.625,0.615385,0.0,0.0,1.714286,13.0,1.0,13.0
en_native_00574,en,4.0,6.0,4.525,23.0,0.113125,0.552632,0.536585,3.0,0.0,4.857143,41.0,1.0,41.0
en_native_00575,en,1.0,4.0,3.2,7.0,0.32,0.333333,0.545455,0.0,1.0,1.142857,11.0,1.0,11.0
en_native_00576,en,1.0,4.0,3.117647,10.0,0.183391,0.675,0.555556,0.0,0.0,1.714286,18.0,1.0,18.0
en_native_00577,en,5.0,5.0,3.04,19.0,0.1216,0.518182,0.407407,0.0,0.0,3.285714,27.0,2.0,13.5
en_native_00578,en,2.0,5.0,3.052632,13.0,0.160665,0.731818,0.65,3.0,1.0,2.428571,20.0,1.0,20.0
en_native_00579,en,1.0,3.0,2.875,10.0,0.179688,0.640909,0.705882,0.0,0.0,2.142857,17.0,1.0,17.0
en_native_00580,en,3.0,3.0,2.647059,8.0,0.155709,0.454545,0.444444,0.0,0.0,2.0,18.0,1.0,18.0
en_native_00581,en,1.0,3.0,2.6,7.0,0.26,0.54,0.545455,0.0,0.0,1.285714,11.0,1.0,11.0
en_native_00582,en,2.0,4.0,3.066667,12.0,0.204444,0.55,0.5625,3.0,1.0,2.0,16.0,1.0,16.0
en_native_00583,en,1.0,3.0,2.727273,8.0,0.247934,0.74,0.5,0.0,0.0,1.571429,12.0,1.0,12.0
en_native_00584,en,8.0,7.0,3.770833,44.0,0.078559,0.659615,0.408163,15.0,2.0,6.285714,49.0,1.0,49.0
en_native_00585,en,1.0,4.0,3.444444,10.0,0.191358,0.581818,0.368421,2.0,0.0,2.428571,19.0,1.0,19.0
en_native_00586,en,2.0,2.0,3.272727,6.0,0.297521,0.5,0.583333,5.0,0.0,1.571429,12.0,1.0,12.0
en_native_00587,en,1.0,2.0,2.888889,6.0,0.320988,0.75,0.4,0.0,0.0,1.142857,10.0,1.0,10.0
en_native_00588,en,4.0,7.0,3.0,20.0,0.107143,0.625,0.482759,3.0,2.0,3.285714,29.0,1.0,29.0
en_native_00589,en,4.0,6.0,3.764706,31.0,0.110727,0.6525,0.571429,6.0,0.0,4.285714,35.0,1.0,35.0
en_native_00590,en,3.0,6.0,3.105263,16.0,0.163435,0.416667,0.55,0.0,0.0,2.571429,20.0,1.0,20.0
en_native_00591,en,4.0,5.0,3.08,14.0,0.1232,0.65,0.461538,6.0,1.0,3.285714,26.0,1.0,26.0
en_native_00592,en,2.0,3.0,2.692308,9.0,0.207101,0.5,0.357143,0.0,0.0,1.714286,14.0,1.0,14.0
en_native_00593,en,3.0,5.0,3.142857,16.0,0.14966,0.4,0.454545,0.0,0.0,1.714286,22.0,1.0,22.0
en_native_00594,en,2.0,3.0,3.157895,9.0,0.166205,0.675,0.55,0.0,4.0,2.571429,20.0,1.0,20.0
en_native_00595,en,3.0,5.0,3.583333,22.0,0.149306,0.488462,0.56,0.0,1.0,3.142857,25.0,1.0,25.0
en_native_00596,en,3.0,4.0,2.708333,13.0,0.112847,0.692308,0.407407,0.0,2.0,3.0,27.0,3.0,9.0
en_native_00597,en,1.0,3.0,4.090909,21.0,0.18595,0.486364,0.521739,0.0,1.0,2.142857,23.0,1.0,23.0
en_native_00598,en,5.0,7.0,3.594595,28.0,0.097151,0.608824,0.447368,6.0,0.0,4.857143,38.0,1.0,38.0
en_native_00599,en,2.0,3.0,3.235294,14.0,0.190311,0.675,0.555556,0.0,1.0,2.142857,18.0,1.0,18.0
en_native_00600,en,3.0,5.0,3.961538,21.0,0.152367,0.423333,0.592593,2.0,5.0,3.0,27.0,1.0,27.0
en_native_00601,en,7.0,5.0,4.566667,27.0,0.152222,0.714706,0.354839,4.0,1.0,3.714286,31.0,1.0,31.0
en_native_00602,en,3.0,6.0,3.16,21.0,0.1264,0.673333,0.461538,3.0,0.0,3.0,26.0,1.0,26.0
en_native_00603,en,3.0,5.0,3.875,13.0,0.242188,0.625,0.235294,3.0,0.0,2.428571,17.0,1.0,17.0
en_native_00604,en,2.0,4.0,3.655172,17.0,0.12604,0.556667,0.6,0.0,0.0,3.142857,30.0,1.0,30.0
en_native_00605,en,5.0,8.0,3.6875,31.0,0.076823,0.5875,0.469388,0.0,0.0,6.285714,49.0,1.0,49.0
en_native_00606,en,4.0,5.0,4.583333,23.0,0.190972,0.482143,0.6,3.0,2.0,3.0,25.0,1.0,25.0
en_native_00607,en,2.0,4.0,2.666667,9.0,0.222222,0.391667,0.461538,0.0,0.0,1.428571,13.0,1.0,13.0
en_native_00608,en,6.0,5.0,3.862745,34.0,0.07574,0.563793,0.433962,3.0,0.0,6.714286,53.0,2.0,26.5
en_native_00609,en,1.0,3.0,2.733333,11.0,0.182222,0.727273,0.5,0.0,4.0,1.857143,16.0,1.0,16.0
en_native_00610,en,7.0,8.0,3.622222,41.0,0.080494,0.669565,0.347826,3.0,0.0,5.857143,46.0,1.0,46.0
en_native_00611,en,4.0,6.0,3.692308,25.0,0.142012,0.935714,0.535714,2.0,0.0,3.714286,28.0,2.0,14.0
en_native_00612,en,2.0,3.0,3.375,13.0,0.210938,0.95,0.352941,3.0,0.0,2.0,17.0,1.0,17.0
en_native_00613,en,1.0,3.0,2.083333,5.0,0.173611,0.671429,0.384615,0.0,0.0,1.142857,13.0,1.0,13.0
en_native_00614,en,1.0,4.0,2.647059,13.0,0.155709,0.5,0.444444,0.0,0.0,1.428571,18.0,1.0,18.0
en_native_00615,en,1.0,3.0,2.666667,7.0,0.177778,0.6,0.5,0.0,0.0,1.571429,16.0,1.0,16.0
en_native_00616,en,1.0,4.0,2.4375,8.0,0.152344,0.727273,0.529412,0.0,0.0,1.714286,17.0,1.0,17.0
en_native_00617,en,1.0,2.0,2.6,7.0,0.26,0.6,0.454545,0.0,0.0,1.142857,11.0,1.0,11.0
en_native_00618,en,1.0,3.0,2.533333,7.0,0.168889,0.75,0.5625,0.0,0.0,1.571429,16.0,1.0,16.0
en_native_00619,en,1.0,3.0,2.909091,6.0,0.264463,0.571429,0.5,0.0,0.0,1.142857,12.0,1.0,12.0
en_native_00620,en,1.0,2.0,2.909091,8.0,0.264463,0.333333,0.416667,0.0,0.0,1.285714,12.0,1.0,12.0
en_native_00621,en,2.0,4.0,2.894737,14.0,0.152355,0.75625,0.55,0.0,0.0,2.142857,20.0,1.0,20.0
en_native_00622,en,2.0,3.0,3.5,15.0,0.21875,0.5875,0.529412,0.0,0.0,1.857143,17.0,1.0,17.0
en_native_00623,en,3.0,8.0,4.794872,39.0,0.122945,0.45,0.625,3.0,1.0,5.0,40.0,1.0,40.0
en_native_00624,en,2.0,6.0,3.363636,24.0,0.101928,0.69,0.588235,3.0,0.0,3.285714,34.0,1.0,34.0
en_native_00625,en,2.0,4.0,3.375,13.0,0.210938,0.535,0.235294,0.0,0.0,1.428571,17.0,1.0,17.0
en_native_00626,en,7.0,8.0,4.125,31.0,0.085938,0.558333,0.510204,3.0,2.0,5.571429,49.0,1.0,49.0
en_native_00627,en,5.0,10.0,3.5,28.0,0.0875,0.802778,0.390244,6.0,0.0,4.714286,41.0,1.0,41.0
en_native_00628,en,2.0,6.0,3.774194,31.0,0.121748,0.681818,0.53125,1.0,0.0,3.142857,32.0,1.0,32.0
en_native_00629,en,4.0,10.0,3.5,39.0,0.0875,0.563636,0.439024,6.0,3.0,4.714286,41.0,1.0,41.0
en_native_00630,en,6.0,6.0,3.212121,30.0,0.097337,0.55,0.382353,5.0,1.0,4.428571,34.0,1.0,34.0
en_native_00631,en,5.0,5.0,3.428571,24.0,0.122449,0.85,0.586207,5.0,0.0,3.714286,29.0,1.0,29.0
en_native_00632,en,2.0,8.0,3.526316,29.0,0.092798,0.626087,0.589744,3.0,0.0,4.857143,39.0,1.0,39.0
en_native_00633,en,2.0,5.0,4.1,29.0,0.136667,0.69,0.580645,3.0,3.0,4.0,31.0,1.0,31.0
en_native_00634,en,6.0,11.0,3.642857,41.0,0.065051,0.578788,0.491228,7.0,0.0,6.714286,57.0,1.0,57.0
en_native_00635,en,4.0,4.0,3.65,17.0,0.1825,0.305,0.333333,6.0,0.0,2.714286,21.0,1.0,21.0
en_native_00636,en,1.0,2.0,2.727273,6.0,0.247934,0.88,0.5,2.0,3.0,1.571429,12.0,1.0,12.0
en_native_00637,en,3.0,6.0,2.5,15.0,0.125,0.705,0.47619,3.0,0.0,2.714286,21.0,1.0,21.0
en_native_00638,en,13.0,7.0,4.081967,29.0,0.066917,0.679412,0.467742,18.0,0.0,7.714286,62.0,1.0,62.0
en_native_00639,en,7.0,9.0,5.559322,54.0,0.094226,0.834483,0.566667,6.0,1.0,8.0,60.0,1.0,60.0
en_native_00640,en,2.0,3.0,2.944444,9.0,0.16358,0.77,0.526316,4.0,0.0,2.285714,19.0,1.0,19.0
en_native_00641,en,6.0,5.0,3.825,21.0,0.095625,0.55625,0.512195,6.0,1.0,4.714286,41.0,1.0,41.0
en_native_00642,en,3.0,3.0,3.421053,16.0,0.180055,0.67,0.6,6.0,0.0,2.571429,20.0,1.0,20.0
en_native_00643,en,5.0,6.0,3.703704,25.0,0.137174,0.628125,0.464286,7.0,0.0,3.285714,28.0,1.0,28.0
en_native_00644,en,10.0,12.0,3.5,47.0,0.07,0.657407,0.431373,12.0,0.0,6.714286,51.0,1.0,51.0
en_native_00645,en,13.0,8.0,4.152778,67.0,0.057677,0.583333,0.452055,14.0,5.0,9.571429,73.0,1.0,73.0
en_native_00646,en,7.0,7.0,3.979167,34.0,0.082899,0.607407,0.571429,8.0,0.0,6.285714,49.0,1.0,49.0
en_native_00647,en,5.0,5.0,3.08,19.0,0.1232,0.833333,0.423077,6.0,1.0,3.285714,26.0,1.0,26.0
en_native_00648,en,6.0,5.0,4.3125,29.0,0.089844,1.090909,0.530612,11.0,3.0,6.285714,49.0,1.0,49.0
en_native_00649,en,3.0,5.0,3.157895,15.0,0.166205,0.545455,0.25,0.0,3.0,2.571429,20.0,1.0,20.0
en_native_00650,en,6.0,6.0,3.5,29.0,0.116667,0.752941,0.451613,6.0,0.0,4.142857,31.0,1.0,31.0
en_native_00651,en,9.0,7.0,4.133333,30.0,0.137778,0.5625,0.129032,9.0,0.0,3.428571,31.0,1.0,31.0
en_native_00652,en,3.0,6.0,3.384615,31.0,0.086785,0.705556,0.625,3.0,4.0,5.0,40.0,1.0,40.0
en_native_00653,en,2.0,5.0,3.558824,31.0,0.104671,0.427778,0.571429,3.0,0.0,2.571429,35.0,1.0,35.0
en_native_00654,en,2.0,6.0,3.473684,35.0,0.091413,0.547368,0.641026,3.0,0.0,3.428571,39.0,1.0,39.0
en_native_00655,en,2.0,6.0,3.846154,35.0,0.098619,0.476316,0.525,3.0,0.0,3.0,40.0,1.0,40.0
en_native_00656,en,2.0,7.0,3.586957,33.0,0.077977,0.622222,0.744681,0.0,3.0,5.857143,47.0,1.0,47.0
en_native_00657,en,1.0,4.0,3.772727,21.0,0.171488,0.907692,0.695652,0.0,0.0,3.0,23.0,1.0,23.0
en_native_00658,en,3.0,8.0,3.52381,38.0,0.0839,0.482,0.674419,3.0,1.0,4.571429,43.0,1.0,43.0
en_native_00659,en,3.0,6.0,5.342105,37.0,0.140582,0.614583,0.666667,3.0,2.0,5.285714,39.0,1.0,39.0
en_native_00660,en,1.0,5.0,3.409091,18.0,0.154959,0.577273,0.608696,0.0,0.0,2.0,23.0,1.0,23.0
en_native_00661,en,7.0,6.0,3.961538,44.0,0.076183,0.430645,0.471698,3.0,1.0,6.857143,53.0,1.0,53.0
en_native_00662,en,4.0,7.0,3.0,28.0,0.075,0.433333,0.658537,6.0,1.0,4.0,41.0,1.0,41.0
en_native_00663,en,1.0,5.0,3.695652,22.0,0.160681,0.864286,0.708333,0.0,0.0,3.142857,24.0,1.0,24.0
en_native_00664,en,4.0,7.0,2.875,24.0,0.089844,0.405263,0.606061,6.0,1.0,3.142857,33.0,1.0,33.0
en_native_00665,en,5.0,7.0,3.0,28.0,0.069767,0.411538,0.681818,6.0,2.0,4.428571,44.0,1.0,44.0
en_native_00666,en,5.0,5.0,3.171429,24.0,0.090612,0.363636,0.611111,6.0,2.0,3.285714,36.0,1.0,36.0
en_native_00667,en,1.0,5.0,3.166667,26.0,0.105556,0.352632,0.709677,0.0,0.0,3.0,31.0,1.0,31.0
en_native_00668,en,2.0,4.0,2.869565,15.0,0.124764,0.266667,0.625,0.0,1.0,1.857143,24.0,1.0,24.0
en_native_00669,en,2.0,8.0,3.883721,42.0,0.090319,0.486,0.75,0.0,1.0,4.714286,44.0,1.0,44.0
en_native_00670,en,3.0,8.0,3.425532,32.0,0.072884,0.492857,0.75,0.0,2.0,5.571429,48.0,1.0,48.0
en_native_00671,en,2.0,7.0,4.034483,19.0,0.13912,0.577778,0.6,0.0,1.0,3.285714,30.0,1.0,30.0
en_native_00672,en,4.0,10.0,3.866667,44.0,0.085926,0.658696,0.543478,6.0,3.0,6.0,46.0,1.0,46.0
en_native_00673,en,1.0,6.0,3.689655,28.0,0.127229,0.403333,0.5,0.0,0.0,2.714286,30.0,1.0,30.0
en_native_00674,en,3.0,6.0,3.976744,39.0,0.092482,0.191304,0.522727,4.0,0.0,3.571429,44.0,1.0,44.0
en_native_00675,en,1.0,5.0,3.391304,14.0,0.147448,0.57,0.416667,0.0,0.0,1.571429,24.0,1.0,24.0
en_native_00676,en,7.0,13.0,3.645161,54.0,0.058793,0.598684,0.650794,12.0,3.0,6.714286,63.0,1.0,63.0
en_native_00677,en,3.0,5.0,3.030303,14.0,0.091827,0.67381,0.705882,3.0,1.0,3.428571,34.0,1.0,34.0
en_native_00678,en,4.0,6.0,4.217391,23.0,0.183365,0.528571,0.541667,3.0,3.0,3.285714,24.0,1.0,24.0
en_native_00679,en,2.0,6.0,4.439024,23.0,0.108269,0.822,0.738095,0.0,3.0,5.571429,42.0,1.0,42.0
en_native_00680,en,2.0,6.0,3.470588,41.0,0.068051,0.435417,0.653846,3.0,0.0,4.571429,52.0,1.0,52.0
en_native_00681,en,2.0,4.0,2.736842,11.0,0.144044,0.363636,0.55,0.0,3.0,2.142857,20.0,1.0,20.0
en_native_00682,en,6.0,7.0,4.333333,50.0,0.084967,0.56,0.596154,3.0,0.0,6.857143,52.0,1.0,52.0
en_native_00683,en,3.0,9.0,3.605634,64.0,0.050784,0.52619,0.638889,4.0,1.0,7.0,72.0,1.0,72.0
en_native_00684,en,2.0,5.0,3.521739,22.0,0.153119,0.641667,0.458333,0.0,0.0,3.142857,24.0,1.0,24.0
en_native_00685,en,3.0,7.0,3.818182,48.0,0.069421,0.39,0.553571,3.0,0.0,5.428571,56.0,1.0,56.0
en_native_00686,en,4.0,9.0,3.26,30.0,0.0652,0.658929,0.509804,3.0,0.0,6.571429,51.0,1.0,51.0
en_native_00687,en,7.0,6.0,4.645833,38.0,0.096788,0.461905,0.469388,3.0,0.0,6.285714,49.0,1.0,49.0
en_native_00688,en,3.0,6.0,3.574468,41.0,0.076053,0.395652,0.604167,3.0,0.0,4.0,48.0,1.0,48.0
en_native_00689,en,2.0,4.0,3.55,14.0,0.1775,0.841667,0.380952,0.0,0.0,1.857143,21.0,1.0,21.0
en_native_00690,en,1.0,5.0,3.066667,14.0,0.204444,1.011111,0.5625,0.0,0.0,2.0,16.0,1.0,16.0
en_native_00691,en,3.0,5.0,3.444444,14.0,0.127572,0.7375,0.428571,0.0,0.0,3.428571,28.0,1.0,28.0
en_native_00692,en,6.0,5.0,3.871795,30.0,0.099277,0.795455,0.45,3.0,2.0,5.428571,40.0,1.0,40.0
en_native_00693,en,5.0,7.0,3.641026,22.0,0.09336,0.597727,0.5,0.0,2.0,4.571429,40.0,1.0,40.0
en_native_00694,en,6.0,6.0,4.28,48.0,0.0856,0.682759,0.54902,3.0,0.0,6.714286,51.0,1.0,51.0
en_native_00695,en,2.0,4.0,3.055556,17.0,0.169753,0.363636,0.473684,0.0,0.0,1.714286,19.0,1.0,19.0
en_native_00696,en,2.0,6.0,3.269231,22.0,0.12574,0.336364,0.481481,0.0,3.0,3.428571,27.0,1.0,27.0
en_native_00697,en,3.0,4.0,3.24,19.0,0.1296,0.525,0.576923,0.0,5.0,3.0,26.0,1.0,26.0
en_native_00698,en,3.0,9.0,3.375,37.0,0.084375,0.51087,0.658537,0.0,2.0,3.857143,41.0,1.0,41.0
en_native_00699,en,1.0,5.0,3.363636,19.0,0.101928,0.670588,0.647059,0.0,1.0,3.142857,34.0,1.0,34.0
en_native_00700,en,2.0,6.0,3.525,30.0,0.088125,0.621429,0.512195,0.0,0.0,4.571429,41.0,1.0,41.0
en_native_00701,en,2.0,5.0,3.434783,16.0,0.149338,0.669231,0.416667,5.0,2.0,3.142857,24.0,1.0,24.0
en_native_00702,en,5.0,5.0,4.272727,30.0,0.129477,0.671875,0.382353,6.0,0.0,4.142857,34.0,1.0,34.0
en_native_00703,en,4.0,5.0,4.823529,32.0,0.141869,0.675,0.4,2.0,0.0,4.142857,35.0,1.0,35.0
en_native_00704,en,10.0,7.0,4.25,47.0,0.088542,0.697917,0.428571,16.0,0.0,6.142857,49.0,1.0,49.0
en_native_00705,en,8.0,8.0,3.258065,23.0,0.105099,0.6,0.375,9.0,1.0,4.285714,32.0,1.0,32.0
en_native_00706,en,4.0,5.0,3.703704,23.0,0.137174,0.711765,0.5,3.0,0.0,3.714286,28.0,1.0,28.0
en_native_00707,en,4.0,6.0,3.190476,20.0,0.151927,0.47,0.545455,0.0,0.0,2.857143,22.0,1.0,22.0
en_native_00708,en,4.0,6.0,4.72,40.0,0.0944,0.638333,0.647059,5.0,3.0,6.142857,51.0,1.0,51.0
en_native_00709,en,4.0,7.0,3.673913,25.0,0.079868,0.7375,0.617021,9.0,0.0,6.142857,47.0,1.0,47.0
en_native_00710,en,1.0,3.0,3.6875,12.0,0.230469,0.67,0.705882,2.0,0.0,2.285714,17.0,1.0,17.0
en_native_00711,en,3.0,6.0,3.914286,29.0,0.111837,0.870588,0.611111,6.0,1.0,4.714286,36.0,1.0,36.0
en_native_00712,en,8.0,5.0,4.864407,57.0,0.082448,0.4,0.4,9.0,0.0,7.428571,60.0,1.0,60.0
en_native_00713,en,3.0,6.0,2.894737,16.0,0.152355,0.505,0.5,3.0,0.0,2.571429,20.0,1.0,20.0
en_native_00714,en,2.0,5.0,4.421053,19.0,0.116343,0.779545,0.692308,2.0,0.0,5.142857,39.0,1.0,39.0
en_native_00715,en,2.0,4.0,3.227273,13.0,0.146694,0.47,0.521739,0.0,2.0,3.0,23.0,1.0,23.0
en_native_00716,en,3.0,5.0,3.375,12.0,0.105469,0.626667,0.393939,2.0,0.0,4.0,33.0,1.0,33.0
en_native_00717,en,2.0,2.0,2.777778,5.0,0.308642,1.0,0.4,3.0,0.0,1.142857,10.0,1.0,10.0
en_native_00718,en,3.0,7.0,3.038462,23.0,0.116864,0.478571,0.296296,5.0,0.0,3.285714,27.0,1.0,27.0
en_native_00719,en,2.0,5.0,3.884615,26.0,0.149408,0.525,0.666667,0.0,0.0,3.0,27.0,1.0,27.0
en_native_00720,en,4.0,3.0,3.666667,13.0,0.174603,0.375,0.227273,5.0,0.0,2.714286,22.0,1.0,22.0
en_native_00721,en,2.0,3.0,3.4,12.0,0.226667,0.578571,0.375,2.0,0.0,2.142857,16.0,1.0,16.0
en_native_00722,en,1.0,2.0,3.0,6.0,0.333333,0.4,0.5,0.0,0.0,1.285714,10.0,1.0,10.0
en_native_00723,en,10.0,5.0,5.41791,67.0,0.080864,0.487879,0.352941,5.0,0.0,8.571429,68.0,1.0,68.0
en_native_00724,en,1.0,4.0,3.866667,13.0,0.257778,0.5875,0.5,0.0,0.0,1.428571,16.0,1.0,16.0
en_native_00725,en,1.0,5.0,3.666667,17.0,0.203704,1.120833,0.842105,0.0,0.0,2.571429,19.0,1.0,19.0
en_native_00726,en,2.0,4.0,3.235294,15.0,0.190311,0.571429,0.333333,2.0,0.0,1.857143,18.0,1.0,18.0
en_native_00727,en,2.0,3.0,3.307692,10.0,0.254438,0.6,0.285714,0.0,0.0,1.714286,14.0,1.0,14.0
en_native_00728,en,2.0,4.0,3.741935,29.0,0.120708,0.783333,0.53125,0.0,0.0,4.142857,32.0,1.0,32.0
en_native_00729,en,6.0,8.0,4.565217,57.0,0.066163,0.356452,0.442857,9.0,2.0,8.857143,70.0,1.0,70.0
en_native_00730,en,1.0,3.0,4.28,20.0,0.1712,0.428571,0.730769,0.0,0.0,2.428571,26.0,1.0,26.0
en_native_00731,en,7.0,6.0,4.361702,46.0,0.092802,0.534091,0.5,3.0,0.0,6.285714,48.0,1.0,48.0
en_native_00732,en,2.0,6.0,3.208333,17.0,0.133681,0.4,0.4,2.0,0.0,3.285714,25.0,1.0,25.0
en_native_00733,en,5.0,7.0,3.12,23.0,0.1248,0.3625,0.5,3.0,0.0,3.0,26.0,1.0,26.0
en_native_00734,en,8.0,10.0,4.181818,68.0,0.054309,0.688158,0.423077,18.0,0.0,10.285714,78.0,1.0,78.0
en_native_00735,en,3.0,3.0,2.461538,9.0,0.189349,0.2,0.285714,0.0,0.0,1.571429,14.0,1.0,14.0
en_native_00736,en,4.0,5.0,5.5625,58.0,0.086914,0.5375,0.461538,11.0,1.0,8.0,65.0,1.0,65.0
en_native_00737,en,4.0,8.0,3.736842,34.0,0.098338,0.521875,0.564103,3.0,0.0,4.714286,39.0,1.0,39.0
en_native_00738,en,4.0,6.0,3.481481,25.0,0.128944,0.503571,0.464286,0.0,0.0,3.857143,28.0,1.0,28.0
en_native_00739,en,2.0,4.0,3.3,16.0,0.165,0.411111,0.619048,2.0,0.0,2.714286,21.0,1.0,21.0
